,Final Pb206/U238_mean,Final Pb206/U238_2SE,Final Pb206/U238_prop2SE,Final Pb207/U235_mean,Final Pb207/U235_2SE,Final Pb207/U235_prop2SE,Final Pb207/Pb206_mean,Final Pb207/Pb206_2SE(int),Final Pb207/Pb206_2SE(prop),Final U238/Pb206_mean,Final U238/Pb206_2SE(int),Final U238/Pb206_2SE(prop),rho 207Pb/206Pb v 238U/206Pb,rho 206Pb/238U v 207Pb/235U
BRe_grain_17_2,6.73092,0.123649,0.565098,830.142,15.5359,95.0365,0.875755,0.00545971,0.00545971,0.150099,0.00289725,0.0132409,0.159362,0.919947
BRe_grain_17_3,8.23449,0.0877989,0.677643,1017.12,10.0037,115.206,0.876684,0.00503586,0.00503586,0.121823,0.00130047,0.0100372,0.48979,0.813501
BRe_grain_17_4,7.25718,0.101924,0.597181,895.541,12.4993,101.274,0.878762,0.00443116,0.00443116,0.138421,0.00201553,0.0118092,0.345429,0.906987
BRe_grain_17_5,7.09536,0.11945,0.583619,867.525,15.1079,98.02,0.876428,0.00479198,0.00479198,0.142337,0.00247639,0.0120993,0.155963,0.924932
BRe_grain_17_6,10.3596,0.126294,0.874085,1227.25,13.5045,140.483,0.877,0.00496703,0.00496703,0.0951815,0.00120699,0.00835357,0.32889,0.811587
BRe_grain_17_7,8.53836,0.118965,0.730719,1010.45,12.3558,118.829,0.882399,0.00549309,0.00549309,0.115869,0.00157005,0.00964374,0.340202,0.849905
BRe_grain_17_8,7.97695,0.0975195,0.6835,946.508,10.5361,111.352,0.882198,0.00480092,0.00480092,0.123765,0.00150083,0.0105191,0.343154,0.874415
BRe_grain_17_9,10.7203,0.126352,0.921965,1277.56,14.4561,150.757,0.884402,0.00461096,0.00461096,0.0925026,0.00106851,0.0077967,0.230775,0.873869
BRe_grain_18_1,2.54646,0.0828263,0.223732,273.543,7.74359,31.6115,0.796032,0.0142249,0.0142249,0.408479,0.0113729,0.0307206,0.310417,0.936819
BRe_grain_18_2,3.5887,0.11067,0.312222,406.553,12.1303,47.0465,0.834435,0.0121274,0.0121274,0.2924,0.00828706,0.0233794,0.215375,0.96072
BRe_grain_18_3,10.2537,0.176522,0.856463,1228.5,20.4417,139.676,0.880546,0.0064204,0.0064204,0.100995,0.00181715,0.00881663,0.278928,0.887369
BRe_grain_18_4,11.5123,0.213306,0.962035,1382.6,26.0262,157.14,0.880853,0.00495452,0.00495452,0.0912924,0.00168624,0.00760516,0.197346,0.930553
BRe_grain_19_1,18.5483,1.84409,2.38018,2201.8,197.486,315.621,0.870497,0.00757833,0.00757833,0.0660314,0.00334618,0.00431893,0.245554,0.998825
BRe_grain_19_2,14.1922,0.443458,1.23956,1711.14,54.6802,199.953,0.870836,0.00802032,0.00802032,0.0786526,0.0026158,0.00731173,0.0495469,0.946413
BRe_grain_19_3,13.772,0.685307,1.31644,1647.84,76.9035,209.939,0.871751,0.00799131,0.00799131,0.0814638,0.0035679,0.00685374,0.168419,0.983366
BRe_grain_19_4,16.5761,0.804347,1.57577,1990.71,90.2061,241.652,0.869943,0.00984777,0.00984777,0.0686991,0.00311998,0.00611227,0.162723,0.980181
BRe_grain_20_1,13.9988,0.243746,1.18862,1737.91,28.255,201.608,0.900063,0.00841603,0.00841603,0.0725927,0.00131549,0.00641498,0.516863,0.839885
BRe_grain_20_2,13.6962,0.215633,1.12974,1677.95,20.7238,184.898,0.88809,0.0090436,0.0090436,0.0731886,0.00119354,0.0062532,0.735345,0.736144
BRe_grain_20_3,13.5253,0.19541,1.13112,1674.46,21.0377,191.811,0.898581,0.00774071,0.00774071,0.0736002,0.000988989,0.00572469,0.597295,0.759302
BRe_grain_20_4,12.5758,0.152328,1.0635,1549.48,17.8593,179.398,0.892568,0.00501265,0.00501265,0.0790953,0.000980802,0.00684761,0.486228,0.838104
BRe_grain_20_5,11.9703,0.127917,0.975905,1479.06,12.9626,164.354,0.894507,0.00558755,0.00558755,0.0826808,0.000879964,0.0067134,0.676376,0.660942
BRe_grain_21_1,7.54023,0.223007,0.653213,890.041,25.3396,102.902,0.85924,0.00958467,0.00958467,0.134234,0.00381772,0.0111826,0.0988721,0.926718
BRe_grain_21_2,6.33795,0.140854,0.533344,751.432,16.7938,85.7956,0.854616,0.00727287,0.00727287,0.15796,0.0036261,0.0137302,0.230696,0.949117
BRe_grain_21_3,14.5267,1.27514,1.73554,1698.64,144.712,238.617,0.845041,0.0185554,0.0185554,0.0864578,0.00712123,0.00969245,0.186116,0.979108
BRe_grain_22_1,8.16831,0.259642,0.7127,1010.94,31.0436,117.454,0.902568,0.00983063,0.00983063,0.12675,0.00387389,0.0106336,0.204554,0.930313
BRe_grain_22_2,4.71865,0.139379,0.406224,568.022,16.1466,65.2828,0.865335,0.0107041,0.0107041,0.218501,0.00689878,0.0201068,0.303874,0.893866
BRe_grain_22_3,8.86423,0.212678,0.750697,1092.1,27.5385,125.335,0.890718,0.00866004,0.00866004,0.11475,0.00266267,0.00939854,0.226381,0.912412
BRe_grain_22_4,7.21666,0.246669,0.636608,899.519,33.4505,106.232,0.897323,0.00858176,0.00858176,0.14531,0.00507012,0.013085,-0.019073,0.959576
BRe_grain_22_5,2.62415,0.148313,0.25981,290.221,17.7826,37.068,0.792725,0.00834483,0.00834483,0.416084,0.0177609,0.0311129,-0.26264,0.985979
BRe_grain_23_1,6.44313,0.168615,0.548445,774.522,19.4006,88.5614,0.867733,0.00738198,0.00738198,0.159623,0.00422534,0.0137435,0.246113,0.933376
BRe_grain_23_2,5.67275,0.124903,0.476499,681.636,14.7665,77.5402,0.865554,0.00540176,0.00540176,0.178875,0.00403326,0.0153866,0.18307,0.948575
BRe_grain_23_3,5.92478,0.153813,0.504879,711.371,17.6106,81.4808,0.86512,0.00487871,0.00487871,0.173462,0.00467663,0.0153506,0.179573,0.966489
BRe_grain_26_1,15.1358,0.375275,1.28457,1860.88,49.2531,213.911,0.882999,0.00851319,0.00851319,0.0670878,0.0017675,0.00605014,0.198289,0.923117
BRe_grain_26_2,9.26387,0.415342,0.859402,1152.13,54.1615,139.877,0.881809,0.00861411,0.00861411,0.114356,0.00568517,0.0117634,0.0316065,0.971164
BRe_grain_26_3,7.17954,0.211537,0.620791,889.355,22.9707,102.29,0.897722,0.010165,0.010165,0.142745,0.00388203,0.0113924,0.296112,0.916351
BRe_grain_26_4,5.27653,0.230634,0.487412,642.068,27.4155,77.0738,0.877706,0.0096525,0.0096525,0.20086,0.00879882,0.018595,0.0689447,0.971157
BRe_grain_26_5,6.77569,0.251345,0.606442,846.564,33.0286,100.663,0.89045,0.00892467,0.00892467,0.153459,0.0061969,0.0149518,0.183428,0.96204
BRe_grain_26_6,6.33963,0.190745,0.551376,791.188,20.5963,91.4243,0.901256,0.00862474,0.00862474,0.160802,0.00455442,0.0131652,0.373583,0.960386
BRe_grain_26_7,7.52233,0.642252,0.8876,916.77,73.4929,126.447,0.886819,0.00923482,0.00923482,0.159351,0.0105228,0.0145426,0.304257,0.995002
BRe_grain_27_1,10.5476,0.260601,0.901124,1276.14,31.2204,146.976,0.881078,0.00517527,0.00517527,0.0988352,0.00257312,0.0088975,0.200176,0.952109
BRe_grain_27_2,9.76338,0.607744,1.00085,1162.72,67.9772,147.112,0.869869,0.00683891,0.00683891,0.117003,0.0057177,0.00941603,0.145655,0.98995
BRe_grain_27_3,9.40865,0.255691,0.808658,1133.82,28.8113,130.526,0.871933,0.00594635,0.00594635,0.110883,0.00294049,0.00929971,0.266795,0.96027
BRe_grain_27_4,7.44772,0.163721,0.627217,890.184,20.2022,101.681,0.866055,0.00637792,0.00637792,0.141263,0.00321228,0.0123063,0.210008,0.932012
BRe_grain_27_5,9.72226,0.321419,0.853442,1186.8,39.3367,138.58,0.875795,0.0070098,0.0070098,0.109352,0.00364521,0.00967887,0.157536,0.965135
BRe_grain_28_1,8.97215,0.140769,0.741642,1052.99,16.5938,118.969,0.845297,0.00728045,0.00728045,0.116258,0.00177251,0.00933845,0.416613,0.80913
BRe_grain_28_2,8.85889,0.123546,0.729166,1033.32,13.3698,116.295,0.843481,0.00655523,0.00655523,0.118062,0.00160356,0.00946418,0.401095,0.788136
BRe_grain_28_3,8.74635,0.165439,0.726286,1025.27,18.5389,115.649,0.84516,0.00648745,0.00648745,0.12056,0.00231205,0.01015,0.321841,0.899245
BRe_grain_28_4,8.54168,0.163066,0.708244,1009.07,17.0594,110.582,0.853357,0.00700894,0.00700894,0.123226,0.00236387,0.010267,0.429508,0.88396
BRe_grain_28_5,8.83518,0.155725,0.727437,1044.24,18.0317,117.201,0.852073,0.00655489,0.00655489,0.118523,0.00218466,0.0102051,0.409463,0.889764
BRe_grain_28_6,9.21329,0.141289,0.753916,1090.8,15.5547,121.757,0.85006,0.0061273,0.0061273,0.112489,0.0017353,0.00925952,0.456466,0.862878
BRe_grain_28_7,8.93982,0.187647,0.738116,1054.83,23.7126,118.779,0.844538,0.00650636,0.00650636,0.116045,0.00246109,0.00968079,0.056399,0.914707
BRe_grain_30_1,3.58595,0.206462,0.354585,413.385,23.9921,51.7286,0.835784,0.0178921,0.0178921,0.316516,0.015937,0.0273706,0.122189,0.912581
BRe_grain_30_2,3.61111,0.0946016,0.302017,419.523,10.5341,47.1921,0.845336,0.012054,0.012054,0.285939,0.00709859,0.0226624,0.24566,0.827264
BRe_grain_30_3,4.62521,0.112055,0.379364,528.131,12.8253,58.469,0.83612,0.0105891,0.0105891,0.230417,0.00569423,0.0192779,0.285876,0.871596
BRe_grain_30_4,6.56938,0.190508,0.549048,755.03,21.922,84.3597,0.84531,0.00936741,0.00936741,0.16793,0.00494159,0.0142418,0.167223,0.921914
BRe_grain_30_5,4.58072,0.142311,0.386953,507.943,14.8861,56.8773,0.821565,0.0103275,0.0103275,0.247975,0.00778093,0.0211569,0.209699,0.922726
BRe_grain_30_6,4.38466,0.0898338,0.359401,492.791,9.60064,54.7448,0.827536,0.0114547,0.0114547,0.260289,0.00545623,0.0218289,0.31573,0.837772
BRe_grain_31_1,8.57686,0.273489,0.732854,1000.16,30.9825,113.54,0.859418,0.011714,0.011714,0.138637,0.00412681,0.0110584,0.0842752,0.898029
BRe_grain_31_2,10.3111,0.208858,0.851468,1211.17,26.4216,136.201,0.861292,0.0127896,0.0127896,0.115254,0.00241591,0.0098491,0.218962,0.73531
BRe_grain_31_3,11.9508,0.557697,1.11313,1380.69,59.082,164.234,0.85682,0.0113915,0.0113915,0.108669,0.00515342,0.0102859,0.207948,0.927039
BRe_grain_31_4,8.63342,0.177958,0.722161,1006.62,18.1635,113.788,0.857869,0.00894314,0.00894314,0.141006,0.00293212,0.0118987,0.270614,0.829129
BRe_grain_33_1,9.45654,0.512969,0.926553,1118.83,58.8144,138.777,0.859098,0.0135576,0.0135576,0.135308,0.00656265,0.0118538,0.254878,0.973265
BRe_grain_33_2,9.2685,0.510089,0.915535,1075.31,53.3941,132.796,0.849496,0.0137292,0.0137292,0.136437,0.00573111,0.0102865,0.417346,0.981337
BRe_grain_33_3,10.2319,0.261884,0.881921,1210.14,27.4711,139.403,0.860065,0.00884782,0.00884782,0.115334,0.00271981,0.00915923,0.318097,0.94068
BRe_grain_33_4,6.92471,0.288334,0.645708,808.779,31.1549,98.0074,0.847275,0.0106416,0.0106416,0.169775,0.00600171,0.0134405,0.306346,0.977929
BRe_grain_33_5,6.04201,0.248587,0.565949,709.862,27.8035,86.9003,0.851632,0.0103175,0.0103175,0.187618,0.00729477,0.0166077,0.215778,0.979889
BRe_grain_33_6,8.39137,0.277483,0.750564,990.118,30.9796,117.386,0.857872,0.0110349,0.0110349,0.128311,0.00404398,0.0109386,0.255973,0.960831
BRe_grain_34_1,2.74913,0.0341836,0.2187,318.103,3.80372,33.9982,0.841626,0.00707853,0.00707853,0.373126,0.00473453,0.0302906,0.465029,0.737604
BRe_grain_34_2,1.48201,0.030624,0.125453,167.602,3.29883,19.2888,0.830493,0.00727264,0.00727264,0.777004,0.0175045,0.0717081,0.356174,0.901625
BRe_grain_34_3,1.4952,0.0229681,0.123919,170.334,2.7315,19.3283,0.8346,0.00697221,0.00697221,0.767876,0.0117908,0.0636143,0.182031,0.845182
BRe_grain_34_4,1.51048,0.0226246,0.124013,170.771,2.51464,19.1916,0.83153,0.00620983,0.00620983,0.762821,0.0115746,0.063444,0.274385,0.883483
BRe_grain_34_5,1.61251,0.0259985,0.132023,184.715,2.97892,20.6779,0.843436,0.00623151,0.00623151,0.709183,0.0117409,0.0596218,0.306573,0.886439
BRe_grain_34_6,1.59758,0.0292663,0.13068,181.931,3.30912,20.2825,0.840688,0.00640286,0.00640286,0.707887,0.0129473,0.0578124,0.239015,0.890539
BRe_grain_34_7,1.78262,0.0310814,0.145057,203.883,3.21039,22.5081,0.845971,0.00783937,0.00783937,0.620132,0.0107986,0.0503975,0.490966,0.827273
BRe_grain_36_1,6.68309,0.126505,0.543081,792.609,14.4167,87.5568,0.876965,0.00676842,0.00676842,0.161808,0.00307252,0.0131902,0.362451,0.901597
BRe_grain_36_10,10.2534,0.140414,0.834821,1232.76,15.7026,136.959,0.879982,0.005069,0.005069,0.0972108,0.0013822,0.00821779,0.307398,0.913472
BRe_grain_36_2,4.38636,0.0792419,0.356359,514.402,9.53637,57.1256,0.866294,0.00515254,0.00515254,0.241797,0.00431896,0.0194228,0.205441,0.926131
BRe_grain_36_3,5.38701,0.108344,0.436665,637.45,12.9579,70.3469,0.871861,0.00484043,0.00484043,0.193418,0.0039787,0.0160356,0.167219,0.940695
BRe_grain_36_4,5.3698,0.119861,0.438566,629.195,13.0649,69.1859,0.866182,0.00431143,0.00431143,0.192055,0.00410457,0.0150184,0.203848,0.958921
BRe_grain_36_5,4.17547,0.181289,0.379067,489.615,20.1971,57.4342,0.871973,0.00535004,0.00535004,0.257388,0.0106638,0.0222976,0.0749526,0.986867
BRe_grain_36_6,3.24903,0.112176,0.282512,377.11,11.9798,43.0755,0.860796,0.00593482,0.00593482,0.318845,0.0104208,0.0262444,0.120272,0.974426
BRe_grain_36_7,6.49616,0.125044,0.528417,768.25,13.7094,84.5361,0.874918,0.00612711,0.00612711,0.153781,0.00305828,0.0129239,0.331174,0.927105
BRe_grain_36_8,7.92172,0.148656,0.643476,938.746,14.5306,102.247,0.875976,0.00539095,0.00539095,0.125788,0.00233164,0.0100928,0.336922,0.93709
BRe_grain_36_9,6.99964,0.0948688,0.565017,832.131,10.8504,92.0218,0.871033,0.00537005,0.00537005,0.14218,0.00179294,0.0106783,0.230407,0.861738
BRe_grain_39_1,4.92794,0.179656,0.439891,590.292,19.7832,69.1569,0.855237,0.00731738,0.00731738,0.206266,0.00828998,0.0202981,0.373808,0.981064
BRe_grain_39_2,3.55698,0.0769286,0.299749,421.64,8.67484,48.1068,0.841642,0.00856252,0.00856252,0.280439,0.00624505,0.0243336,0.381825,0.878284
BRe_grain_39_3,6.12085,0.134669,0.514332,741.752,17.353,84.6534,0.85761,0.00709752,0.00709752,0.1636,0.00366163,0.0139846,0.188806,0.909459
BRe_grain_39_4,7.13418,0.197114,0.614219,867.048,22.5715,100.091,0.864177,0.00622368,0.00622368,0.140599,0.00407802,0.0127074,0.214694,0.960545
BRe_grain_43_1,5.47478,0.110828,0.457959,670.703,14.5992,76.5273,0.880444,0.0059723,0.0059723,0.183671,0.00393834,0.0162739,0.204618,0.935046
BRe_grain_43_2,5.32292,0.0616713,0.436067,650.236,7.66654,73.1396,0.881487,0.00580501,0.00580501,0.186692,0.00218783,0.0154698,0.579117,0.816432
BRe_grain_43_3,5.18383,0.0731122,0.425784,630.812,9.64641,71.1401,0.879159,0.00480159,0.00480159,0.192686,0.00278762,0.0162343,0.30719,0.902152
BRe_grain_43_4,5.23189,0.0776496,0.429178,637.679,9.79121,71.7429,0.882059,0.00497321,0.00497321,0.191294,0.00292035,0.0161411,0.297266,0.900094
BRe_grain_43_5,5.06958,0.0647543,0.412424,616.287,7.42325,68.7492,0.881646,0.00481007,0.00481007,0.197243,0.00262321,0.0167074,0.369252,0.870385
BRe_grain_45_1,3.66033,0.203165,0.361226,423.814,24.0964,53.3849,0.8383,0.0106594,0.0106594,0.305545,0.0196566,0.0349494,-0.0624437,0.972261
BRe_grain_45_2,4.59092,0.164788,0.410121,534.947,19.3218,63.2975,0.852425,0.0100785,0.0100785,0.229508,0.00809059,0.0201357,0.0589791,0.933888
BRe_grain_45_3,6.99924,0.231657,0.621869,828.421,26.3598,97.735,0.869103,0.00807243,0.00807243,0.153484,0.00510939,0.0137158,0.20308,0.959831
BRe_grain_47_1,6.44384,0.237218,0.578422,756.215,26.2323,89.2905,0.865998,0.0116463,0.0116463,0.167773,0.00613413,0.0149572,0.188114,0.939454
BRe_grain_47_2,7.12755,0.281237,0.648583,837.205,28.1735,98.9706,0.868938,0.0108928,0.0108928,0.157027,0.00619762,0.0142928,0.376684,0.950509
BRe_grain_47_3,6.05022,0.260818,0.558729,727.913,29.5516,87.1993,0.890177,0.0122171,0.0122171,0.187886,0.00745693,0.0159744,0.182414,0.958142
BRe_grain_47_4,7.51977,0.333954,0.69854,889.599,36.6875,106.561,0.878872,0.0123571,0.0123571,0.155395,0.0066196,0.0138464,0.239742,0.951341
BRe_grain_47_5,5.14332,0.202867,0.465893,612.187,23.7064,72.7244,0.874873,0.0129266,0.0129266,0.226666,0.00902555,0.0207276,0.137633,0.959897
BRe_grain_47_6,5.21207,0.194325,0.466548,628.726,23.5036,74.342,0.878865,0.0129355,0.0129355,0.225908,0.00873135,0.0209627,0.285479,0.938672
BRe_grain_51_1,13.4483,0.864482,1.39256,1633.65,109.114,212.964,0.864241,0.00669916,0.00669916,0.101796,0.00815312,0.0131336,-0.13483,0.990691
BRe_grain_51_2,12.0968,0.730791,1.22761,1457.35,90.5952,187.325,0.859756,0.00738161,0.00738161,0.104603,0.00598881,0.0100602,-0.095555,0.989252
BRe_grain_55_1,7.55268,0.307791,0.689428,882.476,36.3823,105.714,0.857146,0.0100228,0.0100228,0.147433,0.00712644,0.0159627,0.199627,0.953581
BRe_grain_55_2,9.71247,0.535047,0.964585,1146.79,65.1317,145.964,0.863074,0.00881809,0.00881809,0.115634,0.00553092,0.00997116,-0.105737,0.980781
BRe_grain_55_3,6.32007,0.451319,0.688825,732.333,50.9548,97.5189,0.857039,0.00776483,0.00776483,0.188212,0.0110718,0.0168983,-0.0234247,0.990099
BRe_grain_55_4,6.76161,0.198762,0.593086,792.958,22.9979,93.3232,0.862127,0.00828087,0.00828087,0.152232,0.0047564,0.0141926,0.162281,0.935533
BRe_grain_55_5,12.2552,0.384275,1.08343,1453.11,41.891,170.762,0.877851,0.00837884,0.00837884,0.0840329,0.00263092,0.00741766,0.346808,0.942646
BRe_grain_56_1,5.08106,0.154517,0.445865,587.314,15.8483,68.5843,0.854364,0.00655905,0.00655905,0.20251,0.00603429,0.0174122,0.269547,0.962743
BRe_grain_56_2,3.47711,0.128881,0.306334,402.674,15.4812,47.0525,0.84542,0.00551735,0.00551735,0.297107,0.00984802,0.0234075,-0.0633055,0.98086
BRe_grain_60_1,3.11486,0.0389994,0.261809,355.354,4.33548,40.6079,0.836961,0.0047527,0.0047527,0.321473,0.00415684,0.0279055,0.342989,0.872673
BRe_grain_60_2,2.68266,0.040957,0.224527,314.079,4.87764,35.7991,0.83326,0.00531367,0.00531367,0.378385,0.00608978,0.0333843,0.279586,0.892982
BRe_grain_60_3,2.93065,0.0469399,0.246201,347.05,5.47992,39.6879,0.841649,0.00461957,0.00461957,0.348825,0.0060556,0.0317618,0.267853,0.916155
BRe_grain_60_4,2.49911,0.0281851,0.208263,294.048,3.4683,33.4891,0.834776,0.00519549,0.00519549,0.408586,0.00474012,0.0350253,0.215242,0.895322
BRe_grain_60_5,2.8777,0.0298787,0.235455,341.111,3.17606,38.1412,0.838664,0.00493952,0.00493952,0.356279,0.00369786,0.0291404,0.385514,0.756854
BRe_grain_61_1,17.3764,0.464401,1.48235,2233.54,62.7725,257.4,0.914341,0.00586502,0.00586502,0.0617226,0.0017027,0.00543494,0.00362603,0.962199
BRe_grain_61_2,13.8513,0.339077,1.17255,1784.16,45.0888,204.435,0.918651,0.00589037,0.00589037,0.0759981,0.00175174,0.00605765,0.137871,0.955266
BRe_grain_62_1,5.03832,0.130995,0.433143,605.183,16.4372,70.1276,0.857424,0.00420023,0.00420023,0.210443,0.00582864,0.0192728,-0.0317584,0.976509
BRe_grain_62_2,2.83907,0.138002,0.267234,332.371,15.5735,40.1032,0.840902,0.00475429,0.00475429,0.396942,0.0200047,0.0387382,-0.21584,0.990964
BRe_grain_62_3,4.62627,0.093735,0.380518,553.672,11.051,61.9756,0.859921,0.00370571,0.00370571,0.221976,0.00467317,0.0189708,0.0446157,0.964836
BRe_grain_62_4,3.25851,0.0642216,0.273709,387.627,8.54788,44.372,0.853246,0.00416783,0.00416783,0.313571,0.00715111,0.0304777,-0.0532075,0.969139
BRe_grain_62_5,4.63841,0.0816199,0.382564,532.306,9.34057,60.0016,0.848617,0.00463755,0.00463755,0.218307,0.00388214,0.0181961,0.0502246,0.930997
BRe_grain_62_6,5.5625,0.102162,0.463013,648.239,13.2858,73.6654,0.857898,0.00500798,0.00500798,0.181685,0.00328298,0.0148789,0.152705,0.942352
BRe_grain_62_7,4.72823,0.221271,0.442301,550.361,26.8599,67.0478,0.857473,0.00443232,0.00443232,0.23457,0.0132427,0.026471,-0.330695,0.991512
BRe_grain_62_8,6.16862,0.10209,0.514859,716.079,11.3699,81.5423,0.861304,0.00415301,0.00415301,0.163343,0.00263191,0.0132732,0.119186,0.937993
BRe_grain_63_1,8.46337,0.0999086,0.707532,997.097,11.7609,114.179,0.874324,0.00395532,0.00395532,0.118007,0.00139966,0.00991212,0.289966,0.890728
BRe_grain_63_2,11.7863,0.0977311,0.948986,1402.68,11.3161,154.245,0.881652,0.00392555,0.00392555,0.0842339,0.000743932,0.00722371,0.277028,0.796145
BRe_grain_63_3,8.4452,0.130973,0.710973,999.985,15.6421,114.649,0.876149,0.00413514,0.00413514,0.118313,0.00187545,0.0101807,0.176807,0.906271
BRe_grain_63_4,13.8226,0.220857,1.16979,1649.34,25.539,190.284,0.883777,0.00403139,0.00403139,0.0721852,0.00117645,0.00623119,0.202527,0.931342
BRe_grain_63_5,9.53256,0.109919,0.775041,1132.52,12.8359,126.015,0.877986,0.00424296,0.00424296,0.104023,0.00117501,0.008285,0.321423,0.851303
BRe_grain_64_1,10.5377,0.258005,0.905245,1240.21,27.9046,143.335,0.867488,0.00487639,0.00487639,0.0958847,0.0022878,0.00802706,0.246528,0.958914
BRe_grain_64_2,9.44865,0.204002,0.803662,1107.69,22.5463,127.399,0.860907,0.00459773,0.00459773,0.106586,0.00225309,0.008876,0.0995398,0.955582
BRe_grain_64_3,10.1934,0.253912,0.872681,1205.26,28.4892,138.765,0.867308,0.00462206,0.00462206,0.0992982,0.00238834,0.00820859,0.0959505,0.966929
BRe_grain_64_4,10.2032,0.256739,0.871586,1205.96,28.3383,138.346,0.865629,0.00479389,0.00479389,0.0997669,0.00251403,0.00853473,0.234141,0.960889
BRe_grain_67_1,29.1552,1.85284,3.00488,3348.56,218.742,433.746,0.840011,0.0155221,0.0155221,0.0336945,0.00179401,0.00290947,0.338952,0.960682
BRe_grain_67_2,27.9489,0.626119,2.35328,3235.22,70.3817,368.622,0.845808,0.00776118,0.00776118,0.0358088,0.000879471,0.00330551,0.235761,0.934791
BRe_grain_69_1,10.5717,0.275201,0.901437,1285.01,33.5585,147.701,0.882243,0.0102226,0.0102226,0.0963791,0.00250315,0.00819921,0.161135,0.898544
BRe_grain_69_10,8.59581,0.19247,0.725332,1012.89,24.0988,116.1,0.866984,0.006267,0.006267,0.118889,0.00268501,0.0101186,0.0487866,0.937897
BRe_grain_69_11,6.70029,0.16817,0.570369,789.339,21.0224,90.9314,0.863437,0.00795584,0.00795584,0.152859,0.00392923,0.0133265,0.0566468,0.924172
BRe_grain_69_12,8.22856,0.172883,0.690845,967.068,20.3335,110.169,0.865327,0.00705633,0.00705633,0.123927,0.00266723,0.0106583,0.24068,0.913819
BRe_grain_69_13,8.47544,0.188961,0.713907,1008.51,20.496,114.625,0.875128,0.00788705,0.00788705,0.120159,0.00271296,0.0102498,0.383827,0.899032
BRe_grain_69_14,6.49467,0.141509,0.545783,769.714,16.2575,87.5054,0.868716,0.00735814,0.00735814,0.157302,0.00342978,0.0132282,0.190804,0.889891
BRe_grain_69_15,9.22745,0.17957,0.769446,1094.88,22.5868,124.222,0.867994,0.00602983,0.00602983,0.110223,0.00224055,0.00960063,0.147781,0.924872
BRe_grain_69_16,7.35321,0.195007,0.628902,898.574,22.5717,103.158,0.869422,0.00821388,0.00821388,0.137766,0.00359628,0.011598,0.278217,0.925848
BRe_grain_69_17,9.93116,0.249533,0.845686,1208.17,28.9917,138.539,0.868019,0.00650896,0.00650896,0.102102,0.00263088,0.00891625,0.227059,0.940018
BRe_grain_69_18,6.24346,0.156739,0.53179,757.666,18.6026,87.029,0.865589,0.00723484,0.00723484,0.162274,0.00409308,0.0138872,0.184593,0.927132
BRe_grain_69_2,10.8036,0.44995,0.984739,1308.38,59.883,157.918,0.87249,0.00832221,0.00832221,0.0963552,0.00383152,0.00838548,-0.0258364,0.97176
BRe_grain_69_3,10.112,0.331849,0.886369,1235.93,42.4278,144.92,0.878728,0.00956893,0.00956893,0.101437,0.00339736,0.00907435,0.0712856,0.811389
BRe_grain_69_4,9.08508,0.367694,0.823109,1084.16,43.3832,128.546,0.87538,0.0099676,0.0099676,0.116029,0.00450321,0.0100808,0.143007,0.95055
BRe_grain_69_5,8.35421,0.50939,0.84891,991.566,59.6244,126.141,0.868489,0.00786472,0.00786472,0.138806,0.00887111,0.0147839,0.0233295,0.985222
BRe_grain_69_6,10.464,0.361776,0.925099,1243.32,41.3394,145.565,0.871368,0.00688542,0.00688542,0.0992902,0.00352378,0.00901067,0.15645,0.964124
BRe_grain_69_7,9.94772,0.161533,0.825459,1180.03,20.6708,134.017,0.870347,0.00756517,0.00756517,0.101916,0.00166223,0.00849423,0.15814,0.861593
BRe_grain_69_8,8.93356,0.258348,0.771559,1056.28,30.3724,122.367,0.868748,0.00738771,0.00738771,0.116088,0.00338962,0.0101231,0.15995,0.946861
BRe_grain_69_9,9.27695,0.209526,0.783909,1099.94,25.0772,126.02,0.871785,0.00657324,0.00657324,0.109769,0.0023773,0.00889432,0.137032,0.928037
BRe_grain_70_1,1.45475,0.0304461,0.122281,160.048,3.37753,18.2783,0.784866,0.00941061,0.00941061,0.689295,0.0144093,0.0578726,0.255471,0.818323
BRe_grain_70_10,2.00034,0.0711623,0.177607,225.713,8.93847,26.8165,0.810882,0.00865605,0.00865605,0.518911,0.017764,0.0443355,-0.225987,0.960653
BRe_grain_70_2,1.33219,0.0257341,0.111485,144.696,2.74553,16.485,0.777144,0.00881596,0.00881596,0.753412,0.0147282,0.0638052,0.337876,0.816489
BRe_grain_70_3,1.07561,0.0260272,0.0913288,114.565,2.59138,13.1257,0.761854,0.0102552,0.0102552,0.93432,0.0245813,0.0862553,0.392296,0.866061
BRe_grain_70_4,1.26164,0.0186165,0.104137,136.934,1.92328,15.4591,0.779141,0.0107705,0.0107705,0.789923,0.0120379,0.0673374,0.454517,0.69118
BRe_grain_70_5,1.21437,0.029009,0.102921,129.849,2.78446,14.8374,0.77125,0.00941479,0.00941479,0.829711,0.020282,0.0719588,0.439204,0.864783
BRe_grain_70_6,1.03127,0.0231567,0.0869586,108.624,2.38326,12.4167,0.758388,0.0104147,0.0104147,0.975706,0.0224766,0.0844048,0.274188,0.821383
BRe_grain_70_7,1.4678,0.0223039,0.121207,158.776,2.16945,17.9035,0.782868,0.00910236,0.00910236,0.682247,0.0103504,0.0562476,0.503301,0.696648
