,Final Pb206/U238_mean,Final Pb206/U238_2SE,Final Pb206/U238_prop2SE,Final Pb207/U235_mean,Final Pb207/U235_2SE,Final Pb207/U235_prop2SE,Final Pb207/Pb206_mean,Final Pb207/Pb206_2SE(int),Final Pb207/Pb206_2SE(prop),Final U238/Pb206_mean,Final U238/Pb206_2SE(int),Final U238/Pb206_2SE(prop),rho 207Pb/206Pb v 238U/206Pb,rho 206Pb/238U v 207Pb/235U
Acropolis_1,0.21631,0.00291911,0.0163838,2.95102,0.0434201,0.228562,0.0998199,0.000906199,0.000944908,4.67633,0.0676738,0.379827,0.773415,0.207428
Acropolis_10,0.248209,0.00412612,0.0179984,3.36636,0.0696343,0.254234,0.0983952,0.00176841,0.00178799,4.07895,0.0702073,0.306248,0.615562,0.150193
Acropolis_12,0.240145,0.00359263,0.0174081,3.20221,0.0511479,0.248827,0.0977614,0.0004977,0.000562524,4.19428,0.0661418,0.32049,0.949974,-0.0452625
Acropolis_13,0.271932,0.0038142,0.0192667,3.72946,0.0959649,0.285397,0.0999629,0.00254084,0.00255494,3.66939,0.0532846,0.269157,0.461371,0.125192
Acropolis_14,0.245481,0.0040799,0.0177439,3.36512,0.0972988,0.261831,0.0989799,0.00264587,0.00265915,4.1006,0.0680447,0.295934,0.372215,0.140711
Acropolis_15,0.249197,0.0046498,0.0182818,3.44619,0.0848549,0.263792,0.100292,0.00220424,0.00222059,4.07319,0.0741481,0.291531,0.537002,0.223993
Acropolis_17,0.261228,0.00541552,0.0187205,3.6082,0.132355,0.290056,0.0991242,0.0029671,0.00297899,3.89367,0.0864114,0.298708,0.56149,0.0064625
Acropolis_19,0.250513,0.00445832,0.0180988,3.4367,0.100587,0.267811,0.100327,0.00271525,0.00272854,4.00779,0.0682897,0.277225,0.455318,0.167836
Acropolis_20,0.247853,0.00603114,0.0183279,3.30016,0.143178,0.278117,0.0978727,0.00394464,0.00395336,4.08718,0.102409,0.311209,0.513311,0.187651
Acropolis_21,0.270143,0.00489758,0.0194108,3.70527,0.142512,0.302495,0.0995304,0.00370305,0.00371265,3.70139,0.0666515,0.264163,0.385863,0.0939004
Acropolis_23,0.258752,0.00464724,0.0187101,3.48742,0.100688,0.271406,0.0976988,0.00245429,0.00246823,3.89752,0.0724307,0.291611,0.552629,0.0545011
Acropolis_26,0.261141,0.00356259,0.0183392,3.62434,0.0697809,0.268856,0.100016,0.00193769,0.00195617,3.85841,0.0535861,0.275846,0.427846,0.253899
Acropolis_27,0.283365,0.00535776,0.0205186,3.93273,0.0684341,0.2933,0.0988118,0.00124814,0.00127596,3.55222,0.0679355,0.260173,0.758565,0.450709
Acropolis_28,0.283518,0.00290557,0.0187721,3.79899,0.0616082,0.273105,0.0985982,0.00134116,0.00136697,3.56653,0.0363503,0.234849,0.609918,0.0155901
Acropolis_4,0.240552,0.00366796,0.0172294,3.33652,0.0801625,0.253803,0.100225,0.00169648,0.00171764,4.18598,0.0640098,0.300671,0.710545,-0.0989929
Acropolis_6,0.25013,0.00399669,0.0184907,3.41454,0.0762511,0.262549,0.0989568,0.00151467,0.00153774,4.02112,0.0646627,0.299162,0.761961,-0.0996221
BRc02_grain_02_1,3.42664,0.309319,0.391086,404.121,40.2595,49.7292,0.805306,0.00493917,0.0053906,0.328892,0.0173225,0.0219016,-0.220192,0.998448
BRc02_grain_02_2,1.90928,0.176042,0.220902,214.605,20.3159,25.5658,0.78371,0.00622879,0.00657377,0.583713,0.0290413,0.0364417,-0.141544,0.998268
BRc02_grain_02_3,4.03777,0.213282,0.353917,485.221,28.45,45.201,0.827007,0.00720943,0.00754287,0.261184,0.00863295,0.0143254,0.131928,0.995975
BRc02_grain_03_1,5.03116,0.142475,0.382138,635.12,17.5722,49.5848,0.878695,0.00523909,0.00574462,0.205728,0.00542054,0.0145387,0.185553,0.981604
BRc02_grain_03_10,5.73851,0.148069,0.424378,708.098,17.926,53.9944,0.877885,0.00397154,0.00461688,0.179617,0.00501698,0.0143791,0.222577,0.988481
BRc02_grain_03_11,6.26808,0.105682,0.446382,778.829,12.8615,57.3764,0.886326,0.00495598,0.00549649,0.162786,0.00265965,0.0112339,0.18974,0.943632
BRc02_grain_03_12,4.55251,0.0730006,0.320739,552.053,7.9121,40.0964,0.868579,0.00484542,0.00537627,0.223374,0.00330112,0.014504,0.466108,0.985123
BRc02_grain_03_13,4.52351,0.11707,0.330236,541.082,13.4297,40.6072,0.862862,0.00466296,0.00520554,0.225881,0.0054591,0.0153993,0.223763,0.990791
BRc02_grain_03_2,5.65218,0.165756,0.425013,718.248,21.6666,55.8389,0.88602,0.00422731,0.00484939,0.185011,0.006176,0.0158358,-0.100208,0.987012
BRc02_grain_03_3,6.61909,0.12541,0.483573,839.74,14.9339,63.2316,0.886331,0.00454566,0.00512964,0.15445,0.00278634,0.010744,0.337138,0.976796
BRc02_grain_03_4,5.58534,0.0882424,0.403528,706.351,11.4497,52.8776,0.881444,0.00434191,0.00494369,0.182661,0.00275383,0.0125931,0.279347,0.981216
BRc02_grain_03_5,5.347,0.105714,0.390184,672.793,11.1262,50.2446,0.886553,0.00524506,0.00575882,0.191937,0.00334985,0.0123641,0.407283,0.980776
BRc02_grain_03_6,5.76646,0.115241,0.420188,731.369,15.3587,55.3096,0.887823,0.00387022,0.00454395,0.177833,0.00392515,0.0143118,0.140162,0.986418
BRc02_grain_03_7,5.9769,0.101951,0.430807,749.689,12.2269,55.8305,0.884708,0.00477777,0.00533444,0.171812,0.00272141,0.0114997,0.265927,0.977071
BRc02_grain_03_8,4.97797,0.118541,0.367069,612.493,13.7535,46.4328,0.869943,0.00393754,0.00457694,0.206919,0.00496317,0.0153688,0.37187,0.99398
BRc02_grain_03_9,4.92462,0.218379,0.406354,611.741,26.8875,51.6773,0.882211,0.0047685,0.00532312,0.220385,0.0104427,0.0194315,0.0717755,0.994104
BRc02_grain_04_1,4.17432,0.0733259,0.296871,480.495,7.87978,35.2555,0.850986,0.00459204,0.00512794,0.245138,0.00427928,0.0173253,0.367052,0.978737
BRc02_grain_04_10,2.61501,0.101328,0.209624,293.084,10.0617,23.5347,0.838299,0.00574712,0.0061712,0.397004,0.0105008,0.0217236,0.249337,0.99411
BRc02_grain_04_11,2.81802,0.104541,0.223805,318.169,11.6201,25.8562,0.833237,0.00569524,0.0061179,0.365037,0.012258,0.0262425,0.198883,0.991761
BRc02_grain_04_12,2.82989,0.133635,0.239066,317.119,14.3881,27.1033,0.826305,0.00579787,0.0062069,0.37064,0.0165941,0.0296859,0.217249,0.995779
BRc02_grain_04_13,2.99976,0.0654374,0.220562,343.384,6.887,25.8494,0.842067,0.00586874,0.00628821,0.337112,0.00716022,0.0241341,0.31769,0.977138
BRc02_grain_04_14,2.92274,0.178928,0.271421,331.167,20.1672,31.2797,0.830834,0.00568416,0.00610522,0.37513,0.0207807,0.0315228,0.0424112,0.997547
BRc02_grain_04_2,3.79103,0.171999,0.314447,434.915,20.2869,37.2915,0.843671,0.00490408,0.0054008,0.279581,0.0123958,0.022662,0.141354,0.995338
BRc02_grain_04_3,3.16112,0.0598334,0.228122,359.289,7.7701,27.0628,0.836046,0.00498245,0.00546365,0.323243,0.00693213,0.0264296,0.218692,0.983803
BRc02_grain_04_4,3.23748,0.133128,0.262253,366.852,16.0886,31.0091,0.833491,0.00557638,0.00600763,0.325273,0.0134512,0.0264979,0.0995042,0.992983
BRc02_grain_04_5,2.73416,0.106954,0.219032,303.773,12.4478,25.2583,0.826206,0.00733937,0.00766647,0.383893,0.0154043,0.0315466,-0.217087,0.981061
BRc02_grain_04_6,2.80359,0.130396,0.235595,311.032,14.5562,26.8208,0.82427,0.00592621,0.00632501,0.373966,0.0148557,0.0268406,-0.0553364,0.996263
BRc02_grain_04_7,3.33617,0.133893,0.269558,375.77,14.8941,31.0676,0.836972,0.00499024,0.00547178,0.314101,0.0129223,0.0260157,0.124423,0.99319
BRc02_grain_04_8,3.01902,0.104048,0.236145,340.921,11.4396,27.2801,0.839596,0.00560211,0.00603766,0.342708,0.00965016,0.0219019,0.244461,0.99258
BRc02_grain_04_9,3.26249,0.129426,0.26296,369.763,14.6975,30.5923,0.84008,0.00496512,0.00545228,0.321684,0.0144691,0.0293976,0.00296312,0.992717
BRc02_grain_05_1,28.726,1.27051,2.36666,3564.75,159.783,302.423,0.90552,0.00262364,0.00357496,0.0376486,0.00179112,0.00333643,-0.182544,0.998031
BRc02_grain_05_2,38.6371,1.22681,2.95622,4889.2,152.715,383.686,0.908526,0.00386955,0.00457268,0.0270358,0.000936889,0.0022576,0.16276,0.989384
BRc02_grain_05_3,38.4522,1.24726,2.95245,4870.01,160.322,385.951,0.906266,0.0036329,0.00437092,0.0273866,0.00109332,0.00258807,-0.0519031,0.992388
BRc02_grain_05_4,59.6988,1.06247,4.29067,7603.5,130.354,563.188,0.911614,0.00389829,0.00460142,0.0169901,0.000297785,0.00120257,0.279584,0.972082
BRc02_grain_05_5,73.1412,1.36268,5.27539,9300.8,167.88,691.225,0.909898,0.0037349,0.00446128,0.0138658,0.000268678,0.00104014,0.132422,0.974852
BRc02_grain_05_6,62.8634,1.70629,4.70061,8024.04,216.751,617.895,0.912266,0.00390408,0.00460723,0.016406,0.000449522,0.00123838,0.0775331,0.984576
BRc02_grain_05_7,68.0591,1.28012,4.91091,8649.06,153.472,642.357,0.908398,0.00366569,0.00440133,0.014888,0.000266879,0.00102382,0.345028,0.973485
BRc02_grain_05_8,49.1133,1.26114,3.64771,6252.63,163.437,479.846,0.910057,0.00384407,0.00455327,0.0207411,0.000546484,0.00158065,-0.0616323,0.990111
BRc02_grain_05_9,33.3666,2.90929,3.72321,4226.31,369.631,479.012,0.905388,0.0046547,0.00524984,0.0414425,0.00377705,0.00483374,-0.0136263,0.997686
BRc02_grain_06_1,2.7464,0.0447548,0.196351,311.551,5.55013,23.1266,0.812214,0.00711186,0.00743791,0.368519,0.00591526,0.0259518,0.0493811,0.942542
BRc02_grain_06_2,2.16965,0.0857721,0.173798,243.138,10.0344,20.2099,0.802712,0.00698683,0.00731091,0.482175,0.0147108,0.0298082,0.0430503,0.992692
BRc02_grain_06_3,2.30216,0.0351869,0.164153,256.867,4.15683,18.9781,0.799892,0.00509292,0.00552626,0.439256,0.00503374,0.0234832,0.0417138,0.98524
BRc02_grain_06_4,2.54593,0.0363412,0.180995,287.531,3.79971,21.0845,0.812151,0.00565583,0.00606068,0.396174,0.00547377,0.0272618,0.244115,0.951079
BRc02_grain_06_5,2.14849,0.0294917,0.152524,238.481,3.04254,17.4687,0.798563,0.00496845,0.00541035,0.469593,0.00478131,0.0247279,0.199836,0.985296
BRc02_grain_06_6,1.66974,0.0282606,0.119672,177.055,3.0092,13.1278,0.765904,0.00513089,0.0055267,0.604647,0.00892683,0.0378013,0.0321537,0.973951
BRc02_grain_06_7,1.99372,0.0436417,0.145512,216.298,4.74817,16.3112,0.782813,0.00509428,0.00550985,0.508759,0.00924569,0.0308275,0.0138886,0.992065
BRc02_grain_07_1,2.89283,0.0789899,0.21803,360.917,9.61325,27.9603,0.903296,0.0082937,0.00864023,0.35306,0.00937567,0.025879,0.407837,0.973791
BRc02_grain_07_2,3.39332,0.108011,0.261548,420.201,14.1409,33.6416,0.892307,0.00701502,0.00741192,0.302264,0.00941857,0.022807,0.275055,0.988661
BRc02_grain_07_3,3.57532,0.106415,0.272432,450.092,12.9153,35.1342,0.914575,0.00699256,0.00741021,0.286603,0.00875669,0.0224179,0.217521,0.977588
BRc02_grain_07_4,3.67849,0.105524,0.27903,435.162,13.6892,34.4459,0.851725,0.00631852,0.00671867,0.279754,0.00687331,0.0181746,0.0968251,0.989179
BRc02_grain_07_5,3.37171,0.138557,0.273895,409.554,17.3385,34.3884,0.875049,0.00666936,0.00707016,0.30888,0.0109952,0.0217349,0.281261,0.994306
BRc02_grain_07_6,4.71487,0.235735,0.404798,560.167,20.4099,45.3627,0.883719,0.0074497,0.00781758,0.225731,0.00693443,0.0119076,0.443051,0.967081
BRc02_grain_07_7,3.37489,0.0803997,0.249806,420.949,9.33425,31.9307,0.904215,0.00701204,0.00741948,0.305264,0.00669831,0.020812,0.360998,0.979235
BRc02_grain_07_8,3.51992,0.0841398,0.260122,438.16,10.6838,33.4513,0.902232,0.00667432,0.00709932,0.292796,0.00716671,0.0221562,0.0415002,0.981415
BRc02_grain_07_9,3.37482,0.0656322,0.244479,404.284,7.79896,30.214,0.867073,0.00551098,0.00598144,0.304481,0.00569848,0.0212267,0.18702,0.989565
BRc02_grain_100_1,23.9526,0.655086,1.68801,2310.38,69.3986,179.812,0.82461,0.00763074,0.00794469,0.154735,0.00410385,0.0105747,0.129366,0.97417
BRc02_grain_100_2,32.1752,1.32784,2.96274,2528.07,92.6974,216.341,0.822644,0.00904719,0.00931227,0.242639,0.00765645,0.0170835,0.240337,0.957033
BRc02_grain_100_3,50.8216,206.99,307.057,11860.9,641.873,966.576,0.817235,0.00676847,0.00711443,0.218399,0.0126718,0.0187978,-0.102876,0.0178107
BRc02_grain_10_1,3.7946,0.184539,0.322237,437.4,22.8115,38.9077,0.827327,0.00600398,0.00640079,0.282687,0.0140264,0.0244926,0.0437632,0.995277
BRc02_grain_10_10,5.12635,0.183078,0.404704,577.816,20.1511,46.7105,0.823516,0.00555209,0.00597519,0.198989,0.00586566,0.0129664,0.236131,0.993948
BRc02_grain_10_11,3.54189,0.184395,0.309882,397.936,20.4889,35.49,0.821969,0.00507269,0.00553089,0.291563,0.0126236,0.0212144,0.0441297,0.997039
BRc02_grain_10_2,3.82841,0.184138,0.323527,430.356,21.1272,37.4737,0.812998,0.00582392,0.00621861,0.272703,0.0105494,0.0185351,0.0551503,0.99555
BRc02_grain_10_3,4.15386,0.205566,0.353921,456.2,18.1265,37.4187,0.815059,0.00576929,0.00616944,0.256688,0.00764881,0.0131689,0.0861585,0.996794
BRc02_grain_10_4,4.10157,0.24788,0.37689,466.697,30.7425,45.4307,0.811127,0.00605326,0.0064322,0.261017,0.00997284,0.0151632,0.0143871,0.997479
BRc02_grain_10_5,3.88287,0.163731,0.313838,429.259,18.0466,35.5602,0.79971,0.00566466,0.00605702,0.269381,0.00723021,0.0138588,0.106409,0.996532
BRc02_grain_10_6,4.56718,0.171863,0.357708,522.443,22.0751,43.2442,0.819995,0.00530521,0.00574289,0.226184,0.00517835,0.010778,0.163179,0.996583
BRc02_grain_10_7,4.95624,0.268102,0.4374,556.231,29.6842,49.9496,0.818873,0.00546174,0.00588666,0.213492,0.00805219,0.0131369,0.123757,0.996522
BRc02_grain_10_8,5.2793,0.165528,0.405235,588.22,18.3496,46.4716,0.812606,0.00472992,0.00520775,0.192891,0.00557195,0.0136409,0.0933139,0.995171
BRc02_grain_10_9,5.07739,0.225632,0.421641,560.542,25.1287,47.8538,0.806715,0.00532118,0.00574413,0.204024,0.00648369,0.0121161,0.117453,0.996886
BRc02_grain_11_1,1.97242,0.0379705,0.144502,210.77,4.22388,15.9635,0.78237,0.00886193,0.0091069,0.503298,0.00791382,0.030117,0.162442,0.96826
BRc02_grain_11_2,1.87794,0.059294,0.145279,195.913,6.71918,15.8097,0.76208,0.00655542,0.00686658,0.536866,0.0107551,0.0263517,-0.106714,0.993257
BRc02_grain_11_3,1.57333,0.0450063,0.119622,161.904,4.80431,12.7419,0.755277,0.00687628,0.00716836,0.637336,0.0111251,0.0295696,-0.0399373,0.992859
BRc02_grain_11_4,1.46322,0.0503882,0.114742,152.753,5.50027,12.4199,0.764873,0.00562713,0.00598929,0.691012,0.0172528,0.0392874,-0.0348473,0.994806
BRc02_grain_11_5,1.62563,0.042788,0.122487,172.002,4.51958,13.3532,0.776026,0.005973,0.00632515,0.615248,0.0144789,0.0414481,0.116547,0.989225
BRc02_grain_13_1,1.37882,0.0542161,0.110897,160.645,6.54495,13.3735,0.851462,0.00825823,0.00856807,0.752784,0.0288493,0.0590104,-0.0235518,0.975233
BRc02_grain_13_2,1.41644,0.0261782,0.102688,160.705,2.54972,11.9646,0.834266,0.0105575,0.0107919,0.703929,0.0129315,0.0507258,0.489638,0.903648
BRc02_grain_13_3,1.8125,0.0296851,0.129804,211.322,3.57842,15.6562,0.851513,0.00456932,0.00510813,0.551488,0.00842282,0.0368305,0.151108,0.960598
BRc02_grain_13_4,1.11027,0.100776,0.126978,126.641,12.0028,15.0738,0.821041,0.00637989,0.00674908,1.25396,0.125234,0.157795,-0.577885,0.997564
BRc02_grain_13_5,0.950901,0.0623573,0.090776,107.335,7.48653,10.7432,0.817512,0.00578665,0.00618797,1.19107,0.0649895,0.0946077,-0.426272,0.995554
BRc02_grain_13_6,2.1947,0.0738285,0.168915,261.493,8.89011,20.706,0.849917,0.00708943,0.00744679,0.472625,0.0148672,0.0340152,0.123701,0.978183
BRc02_grain_15_1,6.93307,0.140926,0.504535,822.925,15.6188,61.504,0.832858,0.00443487,0.00496553,0.147125,0.00303367,0.010861,0.359981,0.964331
BRc02_grain_15_2,6.66581,0.114535,0.48093,787.89,13.4496,58.6987,0.827718,0.00467294,0.00517331,0.151748,0.0027222,0.0114305,0.159821,0.96014
BRc02_grain_15_3,7.9102,0.0850805,0.559943,944.965,10.0577,69.2461,0.836728,0.00399834,0.00458491,0.127073,0.00134615,0.00885946,0.209655,0.944715
BRc02_grain_15_4,7.22942,0.204561,0.546458,855.673,23.7358,66.5441,0.829722,0.00333987,0.00401319,0.141199,0.00437656,0.0116914,0.190661,0.991516
BRc02_grain_15_5,6.79258,0.225124,0.526613,803.596,27.3034,64.4637,0.829451,0.00397058,0.00455113,0.152004,0.00521963,0.0122098,-0.0540832,0.991398
BRc02_grain_15_6,8.03364,0.125872,0.578608,952.436,13.6465,71.0381,0.833957,0.00344559,0.00410774,0.124646,0.00194345,0.00893364,0.288903,0.971984
BRc02_grain_17_1,3.54976,0.123341,0.275167,413.579,14.7011,33.0619,0.828062,0.00611119,0.00650213,0.291024,0.00922701,0.0205849,0.0959449,0.884526
BRc02_grain_17_2,2.09636,0.0452222,0.14619,238.099,5.14724,17.1586,0.809607,0.00500402,0.0054547,0.481548,0.010027,0.0324144,0.137253,0.974479
BRc02_grain_17_3,2.13127,0.0646446,0.162624,240.756,7.32092,18.993,0.809542,0.00683846,0.00717477,0.475716,0.0170029,0.0427736,0.200641,0.979903
BRc02_grain_18_1,1.88455,0.0402879,0.137344,195.384,4.08991,14.6649,0.779607,0.008956,0.00919677,0.537695,0.0120103,0.040944,0.221165,0.911711
BRc02_grain_18_2,1.9036,0.0585443,0.144631,198.755,6.35179,15.6461,0.783024,0.0073841,0.00767685,0.539141,0.0162423,0.0401258,-0.0505881,0.983736
BRc02_grain_18_3,1.15454,0.0551987,0.097342,117.467,5.74362,10.2119,0.764515,0.00844663,0.00869188,0.909073,0.032035,0.0564932,0.0947367,0.990542
BRc02_grain_18_4,2.64772,0.0556742,0.191558,277.544,6.06663,20.7825,0.787518,0.006707,0.00703162,0.383551,0.00757787,0.0260731,0.0074814,0.963408
BRc02_grain_18_5,2.16553,0.0656044,0.163986,229.712,7.04397,17.9324,0.793648,0.00658801,0.00692326,0.476798,0.015423,0.0385515,0.0216091,0.974807
BRc02_grain_19_1,2.70255,0.0490942,0.193373,293.155,5.49586,21.6686,0.809999,0.00481752,0.00528456,0.374063,0.00688643,0.0271244,0.025822,0.946399
BRc02_grain_19_2,3.12053,0.0637387,0.225497,341.53,6.92032,25.4075,0.814265,0.00455616,0.00505237,0.324857,0.00683592,0.0241843,0.135201,0.958017
BRc02_grain_19_3,3.21141,0.0514055,0.228466,353.774,5.3611,25.8754,0.819398,0.00451216,0.00501876,0.313409,0.00500516,0.0222449,0.289553,0.929959
BRc02_grain_19_4,3.02245,0.0434865,0.213716,333.133,4.47951,24.161,0.816498,0.00407321,0.00462443,0.331162,0.00515966,0.0253574,0.306498,0.947007
BRc02_grain_19_5,2.36092,0.0251414,0.16563,254.787,2.49171,18.3425,0.795893,0.00461766,0.00508705,0.422945,0.00467083,0.0307711,0.354181,0.906185
BRc02_grain_19_6,2.33125,0.0454299,0.168392,254.219,4.72499,18.8479,0.802766,0.0055901,0.00599029,0.432217,0.00882727,0.0327194,0.297071,0.951942
BRc02_grain_19_7,2.97963,0.0411929,0.21176,330.639,4.67285,24.2341,0.813576,0.00464499,0.00513185,0.33598,0.00487495,0.0250607,0.0975421,0.923551
BRc02_grain_19_8,2.64172,0.0450836,0.189952,290.71,4.8903,21.5342,0.805059,0.00484066,0.00530027,0.379525,0.00717358,0.0302247,0.187129,0.949441
BRc02_grain_20_1,1.84288,0.0810787,0.152073,200.155,8.83998,16.9412,0.792258,0.00525244,0.00566585,0.58623,0.0297593,0.0558172,0.0052374,0.990491
BRc02_grain_20_2,2.62754,0.0461927,0.190084,290.915,4.95382,21.6932,0.806437,0.00421626,0.00473852,0.38248,0.00680306,0.0279948,0.240536,0.956801
BRc02_grain_20_3,3.04131,0.0512207,0.217243,344.82,5.57444,25.3965,0.826892,0.00480986,0.0052964,0.332841,0.00579518,0.0245791,0.306672,0.941261
BRc02_grain_20_4,1.85394,0.0343604,0.132948,203.309,3.72917,15.0463,0.799511,0.00398126,0.00452185,0.546497,0.0101436,0.0392478,0.155438,0.963652
BRc02_grain_20_5,2.08943,0.0622562,0.157414,231.188,6.65411,17.8404,0.808546,0.00679804,0.00713545,0.491868,0.0155221,0.0392474,0.238092,0.966444
BRc02_grain_20_6,2.46141,0.0288904,0.171962,272.351,3.28255,19.6836,0.806905,0.00443429,0.00493407,0.406826,0.00494735,0.0294476,0.139259,0.906624
BRc02_grain_21_1,3.18558,0.0622209,0.228125,371.028,7.23929,27.4259,0.84825,0.00574401,0.00617802,0.315577,0.00632861,0.0232031,0.161246,0.946019
BRc02_grain_21_2,3.65352,0.0734378,0.261943,415.248,9.18727,30.9867,0.827635,0.00656989,0.00693464,0.27515,0.00582236,0.0207676,-0.109492,0.96493
BRc02_grain_21_3,2.72722,0.0419721,0.192188,306.316,4.43695,22.2126,0.819855,0.00537663,0.00580878,0.367251,0.00577164,0.0264281,0.318565,0.941982
BRc02_grain_24_1,5.56374,0.0720498,0.389048,625.448,8.33379,45.2336,0.818781,0.00369031,0.0042941,0.179884,0.00232196,0.0125379,0.0395839,0.958816
BRc02_grain_24_2,4.801,0.118027,0.35225,536.064,13.2367,40.5581,0.813459,0.0051944,0.00563385,0.21038,0.00595848,0.0177829,0.0550889,0.978859
BRc02_grain_24_3,5.13383,0.0669255,0.364954,582.704,7.41676,42.8279,0.826335,0.00423428,0.00477907,0.194175,0.00256576,0.0139915,0.257757,0.959618
BRc02_grain_24_4,5.24347,0.110689,0.379734,590.526,12.5597,44.151,0.81914,0.00423336,0.00476933,0.192737,0.0045418,0.0155813,0.00748771,0.979645
BRc02_grain_24_5,5.07671,0.0805018,0.361539,574.758,9.25382,42.2937,0.821106,0.00434548,0.00487152,0.197698,0.00350825,0.0157558,0.23982,0.971941
BRc02_grain_24_6,5.2911,0.0852093,0.378394,591.774,9.75715,43.7502,0.812596,0.00486482,0.00533056,0.189997,0.00295182,0.0131083,0.0900862,0.97348
BRc02_grain_25_1,5.14484,0.130393,0.382137,580.064,15.1182,44.5433,0.818592,0.00596975,0.00636056,0.196809,0.00397735,0.0116563,0.110539,0.983622
BRc02_grain_25_10,4.19867,0.0765646,0.302627,473.501,9.62403,35.5366,0.820807,0.00421944,0.00475905,0.241561,0.00465592,0.0184029,0.0846888,0.989216
BRc02_grain_25_2,4.74713,0.0890253,0.341113,538.409,10.2129,39.9865,0.822571,0.00500933,0.00547351,0.212168,0.00412595,0.0158091,0.108579,0.974272
BRc02_grain_25_3,4.43033,0.0880044,0.324749,508.732,9.63046,38.437,0.831385,0.00435429,0.00489189,0.229241,0.00445496,0.0164395,0.345071,0.983203
BRc02_grain_25_4,3.85839,0.0868009,0.285232,444.573,10.1617,33.9951,0.835781,0.00576997,0.00618998,0.264125,0.00659208,0.0216619,0.0772932,0.978139
BRc02_grain_25_5,4.33306,0.0633392,0.3073,492.951,6.63968,35.938,0.829141,0.00509253,0.00555677,0.233947,0.00326166,0.0158244,0.160948,0.957002
BRc02_grain_25_6,4.33076,0.0821692,0.312043,492.65,9.40345,36.6834,0.824536,0.00489778,0.00537377,0.234802,0.00440549,0.0167302,0.265755,0.977794
BRc02_grain_25_7,4.43994,0.0820507,0.32234,501.911,9.28019,37.6978,0.823901,0.0051331,0.0055884,0.229231,0.00369067,0.014499,0.131166,0.976618
BRc02_grain_25_8,4.51565,0.0868,0.327466,513.187,11.053,38.7833,0.825387,0.00571946,0.00613281,0.225466,0.0037221,0.0140422,0.0674655,0.982241
BRc02_grain_25_9,4.32293,0.0968292,0.316578,481.202,10.6205,36.3376,0.812263,0.00512386,0.00556763,0.236545,0.00478154,0.015633,0.154386,0.983826
BRc02_grain_30_1,5.42549,0.0918934,0.388377,600.568,10.2682,44.5208,0.797744,0.00421257,0.00472465,0.186795,0.00331422,0.0140072,0.112301,0.954913
BRc02_grain_30_10,5.38993,0.0701813,0.379676,579.966,7.79433,42.2886,0.79179,0.00462308,0.00508737,0.190173,0.00267763,0.0144858,0.144811,0.937932
BRc02_grain_30_11,6.16312,0.0876118,0.437395,676.711,8.8344,49.4782,0.807557,0.00486056,0.00532117,0.167069,0.0025628,0.0127946,0.387488,0.9149
BRc02_grain_30_12,6.98004,0.0934917,0.496443,768.736,9.52852,56.3775,0.811079,0.00626469,0.00663152,0.147643,0.00205124,0.0108921,0.354845,0.833229
BRc02_grain_30_2,5.6231,0.0789683,0.398203,631.769,8.72294,46.2807,0.812288,0.0055793,0.00598944,0.178547,0.00252629,0.012739,0.244628,0.922765
BRc02_grain_30_3,5.78987,0.0734027,0.407339,644.131,7.54533,46.8,0.805708,0.00482626,0.00528783,0.172982,0.0021405,0.0118784,0.412878,0.900617
BRc02_grain_30_4,5.02101,0.0740427,0.351069,536.281,7.85254,38.7902,0.7836,0.00458307,0.00504185,0.201746,0.00301754,0.0143075,0.197677,0.971723
BRc02_grain_30_5,5.70941,0.0853478,0.40148,629.718,9.65621,45.8576,0.809111,0.00474247,0.00521525,0.177965,0.00254964,0.0119937,0.0934602,0.968393
BRc02_grain_30_6,4.89718,0.0653718,0.341991,526.207,6.46586,37.8598,0.789423,0.00459523,0.00505942,0.207551,0.0027397,0.0143326,0.353717,0.966299
BRc02_grain_30_7,5.52594,0.0734531,0.386124,593.662,7.7016,42.8905,0.789561,0.00481409,0.00525915,0.184349,0.00274875,0.0144495,0.261905,0.932386
BRc02_grain_30_8,5.93153,0.101102,0.421516,654.315,10.7066,47.943,0.811285,0.00473741,0.00521308,0.173224,0.00305557,0.0127393,0.283438,0.961136
BRc02_grain_30_9,5.12035,0.0724503,0.361428,551.043,7.64506,40.1751,0.79112,0.005513,0.00590711,0.201009,0.00280449,0.0139906,0.305953,0.949315
BRc02_grain_31_1,9.19104,0.122771,0.653058,1059.37,14.0712,77.7976,0.847043,0.00405144,0.00464476,0.112138,0.00149951,0.00797633,0.238278,0.933136
BRc02_grain_31_2,9.41317,0.149176,0.680597,1085.51,16.3281,80.8942,0.847002,0.00473074,0.00524776,0.109322,0.00178909,0.00816248,0.27545,0.939745
BRc02_grain_31_3,8.01108,0.207298,0.602843,921.32,23.1218,71.1934,0.842582,0.00536911,0.00582518,0.129266,0.00346676,0.0100816,0.234804,0.983208
BRc02_grain_33_1,2.18973,0.162748,0.223092,213.334,15.7478,22.0189,0.715978,0.0155414,0.0156596,0.500259,0.0226858,0.0310973,0.0581794,0.988353
BRc02_grain_33_2,2.32862,0.170609,0.235432,243.632,18.9566,25.8489,0.75269,0.00630999,0.00662496,0.482424,0.026702,0.0368475,-0.232269,0.997461
