,Spot Size (µm),Final Pb206/U238_mean,Final Pb206/U238_2SE(int),Final Pb206/U238 age_mean,Final Pb206/U238 age_2SE(int),Final Pb207/U235_mean,Final Pb207/U235_2SE(int),Final Pb207/U235 age_mean,Final Pb207/U235 age_2SE(int),Final Pb207/Pb206_mean,Final Pb207/Pb206_2SE(int),Final Pb207/Pb206 age_mean,Final Pb207/Pb206 age_2SE(int),Final U238/Pb206_mean,Final U238/Pb206_2SE(int),,rho 206Pb/238U v 207Pb/235U,rho 207Pb/206Pb v 238U/206Pb
BRc_grain_144_12,75,3.212598719,0.086033449,9220.101611,131.0312294,356.7055792,8.6261881,5965.015892,26.09636093,0.812372071,0.004837339,4930.971503,6.3246668,0.318414162,0.008723547,,0.975240227,0.154902261
BRc_grain_144_13,75,3.076330067,0.08735022,9020.097851,142.1051539,342.9129634,9.512440731,5915.54495,28.16802136,0.810595588,0.004723135,4925.921927,7.493672303,0.33285075,0.00996092,,0.977027435,0.095082368
BRc_grain_144_14,75,2.916897587,0.070482511,8778.480198,118.0547408,322.8696583,7.57058227,5862.440732,24.08148141,0.803667597,0.004330578,4924.606556,6.827770362,0.347834567,0.008505878,,0.977263169,0.132773714
BRc_grain_144_15,75,2.993808366,0.084226897,8872.639245,135.9108418,331.9668275,9.073785406,5883.295682,27.52938084,0.804777197,0.003778147,4924.912814,6.31108586,0.341629368,0.010243975,,0.987018144,0.144108653
BRc_grain_144_16,75,2.829481915,0.077095891,8621.381952,131.2702652,312.8268043,8.499286664,5823.52521,27.07657375,0.801965603,0.004175076,4918.040469,6.799553788,0.361913601,0.009824414,,0.977951998,-0.003718407
BRc_grain_144_17,75,3.067074142,0.068882313,9008.707396,109.7632203,340.6663045,7.042023622,5917.935746,21.83213429,0.809069047,0.005076831,4921.375245,7.414809289,0.33197718,0.007628669,,0.955521152,0.187246286
BRc_grain_144_18,75,2.622525886,0.062246768,8262.43871,109.1583079,285.3971505,6.253852667,5738.223549,22.64270549,0.792751725,0.004034332,4906.612213,7.150712248,0.387745489,0.009112228,,0.975598969,0.159066533
BRc_grain_145_1,75,2.972250956,0.085627458,8839.022402,132.2714176,347.3654284,10.7077495,5927.592219,28.24962509,0.846273048,0.005057837,4960.746012,6.434277938,0.343477197,0.009712286,,0.990746203,0.143817249
BRc_grain_145_2,75,2.946577319,0.045865188,8843.744864,77.51003727,343.2793433,4.854128186,5927.506924,14.32310908,0.849370932,0.004797669,4966.511179,6.469895872,0.341273031,0.00568002,,0.943233932,0.271859689
BRc_grain_145_3,75,2.82058387,0.061053272,8625.452762,107.1785584,327.2746947,6.817043029,5874.799257,20.9569665,0.845650604,0.004364926,4961.946035,5.593540329,0.357910052,0.008550128,,0.981394393,0.20783293
BRc_grain_145_4,75,2.753852169,0.053707992,8502.480012,91.78433127,319.6387203,6.22362623,5852.027901,19.38668428,0.844462589,0.003809696,4967.635243,5.381804893,0.366690314,0.007499774,,0.974170561,0.081417733
BRc_grain_145_5,75,2.669890036,0.052710045,8394.883405,101.5686687,310.0774518,6.002385508,5824.045717,19.98398792,0.84480098,0.004171862,4967.59625,4.938418379,0.377632275,0.007969732,,0.957459814,0.114286909
BRc_grain_145_6,75,3.420148371,0.038420807,9571.340322,55.85430713,398.012777,4.25006709,6078.944142,10.83587092,0.846658764,0.004443307,4965.608203,5.557721071,0.293373388,0.00338924,,0.903423895,0.244910964
BRc_grain_145_7,75,3.207979115,0.071456639,9228.257492,109.6397662,372.2499846,7.717052357,6007.857341,21.77667945,0.847992758,0.004529931,4963.670769,6.258776191,0.316874888,0.007337393,,0.968623025,0.171065218
BRc_grain_145_8,75,2.795274063,0.052705519,8574.887995,88.41065484,321.9320762,5.548086942,5862.84478,17.61467609,0.84118407,0.005464079,4957.74629,7.335682005,0.361772361,0.006792831,,0.94061642,0.28993325
BRc_grain_145_9,75,4.103358027,0.061020669,10489.75434,76.62742918,475.6901657,5.878448234,6258.816016,12.53276363,0.846677373,0.004959954,4960.518044,6.879564919,0.245746215,0.003619633,,0.918280188,0.370505636
BRc_grain_145_10,75,2.880365394,0.06724178,8718.797321,114.7441384,333.6657207,7.364509048,5893.274855,22.37782577,0.844363244,0.005456198,4947.172514,8.620276851,0.352632249,0.008656848,,0.965804234,0.201961472
BRc_grain_145_11,75,2.796573718,0.03872783,8587.386284,66.20619421,323.8839771,3.857889601,5869.735584,12.05890103,0.843359544,0.004276547,4963.75913,5.671390957,0.359648608,0.005247925,,0.935659748,0.407926763
BRc_grain_145_12,75,4.276109244,0.058570802,10715.78737,69.95986592,500.777323,6.512900222,6310.584457,13.18053843,0.851903048,0.004793079,4959.969914,6.408386691,0.234690433,0.003266209,,0.906845385,0.352409043
BRc_grain_145_13,75,3.437447747,0.068243115,9577.815397,96.81453014,401.2029992,7.339992538,6083.040367,18.07915275,0.850365457,0.004202214,4966.240121,6.611473131,0.29375846,0.005826837,,0.967736186,0.291759288
BRc_grain_145_14,75,2.969776162,0.051457908,8867.125479,84.10951535,343.3328042,5.640945271,5926.322787,16.65694439,0.842165022,0.004145872,4960.669181,5.871249684,0.340687077,0.006057436,,0.9614035,0.189342479
BRc_grain_145_15,75,4.237480809,0.063384194,10656.29696,78.43683709,495.5457274,6.889174282,6301.393996,14.48816911,0.851544328,0.004115272,4968.229944,6.095959011,0.23760942,0.003716562,,0.946584794,0.215002186
BRc_grain_145_16,75,4.466040666,0.086742284,10945.25239,108.9369771,521.2430761,9.705380859,6350.110685,19.59895609,0.850390347,0.004863637,4964.861254,8.119854328,0.225764999,0.004755268,,0.962412945,0.139854028
BRc_grain_145_17,75,3.009661547,0.084489309,8916.857266,136.9856473,348.6517491,9.25893359,5944.409784,28.4759907,0.84593236,0.005002502,4964.800965,6.192653402,0.338389568,0.009751384,,0.981357054,0.219718564
BRc_grain_145_18,75,3.541273784,0.073280037,9723.076694,104.0574984,413.3335601,8.138583922,6112.023003,19.87717202,0.848959567,0.004657516,4966.946788,6.595114911,0.286532964,0.005947536,,0.957111555,0.201372655
BRc_grain_145_19,75,4.682075201,0.087674214,11171.03953,98.10942815,548.7039762,9.463879995,6400.886006,17.1934604,0.85272513,0.004179285,4968.949467,7.280927414,0.215984339,0.003929595,,0.967057768,0.351337093
BRc_grain_145_20,75,4.361261425,0.078215707,10822.36008,100.8325035,509.7055446,8.891655018,6325.863912,17.81401003,0.849124379,0.006070164,4951.756386,8.130536952,0.229889664,0.004471229,,0.926978241,0.234533428
BRc_grain_145_21,75,3.29111164,0.0836025,9374.025078,132.3654641,382.0331836,9.41942137,6034.434508,26.19144085,0.846009826,0.004972166,4962.066757,6.966167363,0.30941746,0.008284264,,0.973946847,0.19094053
BRc_grain_145_22,75,3.364158798,0.064691437,9471.258247,96.47168728,388.1408721,6.516295107,6052.370856,17.71781319,0.842400731,0.004775207,4953.730484,7.282565722,0.301064111,0.005990374,,0.952084731,0.380873636
BRc_grain_145_23,75,3.522521516,0.087797138,9682.400744,124.9288284,407.2623376,9.385548498,6097.233108,24.04823781,0.844662075,0.005144484,4954.071919,7.574746608,0.289391891,0.007427248,,0.967798401,0.194067115
BRc_grain_145_24,75,3.782136922,0.076220967,10056.68034,103.6101126,439.7232832,8.420956114,6177.499485,19.90890373,0.847374033,0.004064707,4968.870905,5.482869736,0.267573628,0.005655116,,0.960108389,0.15202324
