,Final Pb206/U238_mean,Final Pb206/U238_2SE(int),Final Pb206/U238_prop2SE,Final Pb207/U235_mean,Final Pb207/U235_2SE(int),Final Pb207/U235_prop2SE,Final Pb207/Pb206_mean,Final Pb207/Pb206_2SE(int),Final Pb207/Pb206_2SE(prop),Final U238/Pb206_mean,Final U238/Pb206_2SE(int),Final U238/Pb206_2SE(prop),rho 207Pb/206Pb v 238U/206Pb,rho 206Pb/238U v 207Pb/235U
Acropolis,,,,,,,,,,,,,,
LRa01_grain_26_2,4.45666,0.0607972,0.404089,492.477,6.28497,94.6814,0.802968,0.006189,0.0064223,0.226151,0.00318428,0.0211643,0.401991,0.846055
LRa01_grain_26_3,3.23189,0.0610658,0.294888,349.81,6.62635,67.0986,0.785032,0.00553534,0.00578379,0.314038,0.00605123,0.0292215,0.163616,0.925089
LRa01_grain_26_4,7.68118,0.123814,0.698746,881.654,14.514,169.377,0.831481,0.00247456,0.00304602,0.13047,0.00209762,0.0118379,0.0641666,0.980533
LRa01_grain_28_1,6.09433,0.0726285,0.547348,745.028,8.72489,141.989,0.88525,0.00309767,0.00362922,0.163992,0.00193332,0.01457,0.123219,0.946047
LRa01_grain_28_2,5.52655,0.0714605,0.497958,676.799,8.73124,129.282,0.887339,0.00350597,0.00398552,0.180723,0.0024227,0.0168821,0.147113,0.961655
LRa01_grain_28_3,5.34804,0.089388,0.485208,658.679,10.7362,126.011,0.892644,0.00396909,0.00440337,0.187811,0.00313899,0.0170388,0.172787,0.961682
LRa01_grain_28_4,4.81673,0.0828743,0.437669,590.72,9.77055,113.085,0.889499,0.00380733,0.00425515,0.208624,0.00353065,0.0186458,0.218768,0.967492
LRa01_grain_28_5,5.07241,0.0512085,0.455454,621.641,6.05888,118.702,0.888631,0.00344492,0.00393327,0.196427,0.00203444,0.0180945,0.188813,0.926962
LRa01_grain_28_6,4.54678,0.0804514,0.414039,554.07,9.98133,106.278,0.883358,0.00390515,0.00433713,0.221158,0.00387482,0.0199416,0.0146162,0.969957
LRa01_grain_28_7,4.96208,0.079492,0.450583,609.96,9.70633,116.957,0.889222,0.00350866,0.00398984,0.201451,0.00331416,0.0187855,0.157304,0.970845
LRa01_grain_30_1,6.58657,0.100471,0.597226,762.636,11.7204,146.197,0.83869,0.00313434,0.00361023,0.151382,0.00229602,0.0136481,0.1094,0.968063
LRa01_grain_30_2,5.97619,0.135871,0.550736,687.919,16.4308,132.368,0.834396,0.00376855,0.00416886,0.169932,0.0040917,0.0165851,-0.091002,0.981586
LRa01_grain_30_3,6.88234,0.142676,0.631049,797.864,15.1667,153.105,0.846498,0.00506308,0.00537631,0.146734,0.00285208,0.0126147,0.256804,0.951217
LRa01_grain_34_1,2.77954,0.019985,0.248986,307.351,1.95996,58.7934,0.801473,0.00286206,0.00333499,0.358814,0.00259592,0.0323417,0.457441,0.864796
LRa01_grain_34_2,2.20301,0.0389424,0.201831,242.115,4.18487,46.7241,0.796747,0.00340915,0.00381038,0.457598,0.00810238,0.0419931,0.206824,0.968464
LRa01_grain_36_1,1.75238,0.0103422,0.157713,173.741,0.897312,33.353,0.717984,0.00270185,0.00310683,0.572471,0.0033961,0.051789,0.482065,0.779358
LRa01_grain_36_2,1.95071,0.0232616,0.174518,197.471,2.6283,37.5714,0.731727,0.00274554,0.00315935,0.515534,0.00620669,0.0465652,-0.0905619,0.962085
LRa01_grain_36_3,2.33888,0.0315306,0.209719,239.023,3.58476,45.469,0.73905,0.00299589,0.00338647,0.43242,0.00563284,0.0374657,-0.142481,0.959406
LRa01_grain_36_4,1.73622,0.0157878,0.155732,175.358,1.62818,33.4718,0.731379,0.00289034,0.00328559,0.581089,0.00522945,0.0515837,0.134345,0.938723
LRa01_grain_37_1,16.9858,0.45438,1.58487,2100.62,54.9839,393.488,0.892662,0.00515662,0.0054979,0.0604959,0.00159139,0.00555077,0.0802963,0.975951
LRa01_grain_37_2,13.1262,0.243975,1.20064,1591.64,27.8542,306.076,0.877896,0.00532207,0.00564281,0.0778557,0.00148365,0.00730124,0.302167,0.939894
LRa01_grain_37_3,12.2673,0.337836,1.14748,1500.55,40.1769,289.566,0.886431,0.0053995,0.00572191,0.0846661,0.00230556,0.00783097,0.0479195,0.977693
LRa01_grain_39_1,2.03051,0.0280233,0.183594,222.758,3.07369,42.6675,0.795408,0.00532937,0.00559367,0.499893,0.00687108,0.0450158,0.240132,0.873094
LRa01_grain_39_10,1.78909,0.0230028,0.161613,193.162,2.44224,36.1159,0.789474,0.00536958,0.00562819,0.558755,0.00727775,0.051132,0.313383,0.86448
LRa01_grain_39_11,1.73301,0.024686,0.157961,185.567,2.52144,35.7905,0.783594,0.00375244,0.00410884,0.579094,0.00850777,0.0544394,0.309882,0.930293
LRa01_grain_39_12,1.99592,0.0365946,0.182081,215.022,4.11159,41.2854,0.788375,0.00483508,0.00511998,0.503832,0.00943202,0.0469303,0.00645793,0.947862
LRa01_grain_39_13,1.6243,0.0586909,0.156343,172.838,6.60973,33.6324,0.77717,0.00504456,0.00531071,0.647178,0.0239304,0.0637468,-0.321611,0.986986
LRa01_grain_39_14,1.78699,0.0285592,0.161962,192.41,3.13465,36.8461,0.78906,0.00501654,0.00529214,0.562983,0.00933613,0.0529461,0.133924,0.931078
