Grain,Al,Al_se,Ba,Ba_se,Ca,Ca_se,Cl,Cl_se,Cr,Cr_se,Fe,Fe_se,K,K_se,Mg,Mg_se,Mn,Mn_se,Nb,Nb_se,O,O_se,P,P_se,S,S_se,Si,Si_se,Ti,Ti_se,V,V_se,W,W_se,Zn,Zn_se
LRa01_grain_40,0.015689648532126503,3.625635994747403e-06,,,0.0005505193999211646,1.2471551005036073e-06,,,,,0.3022115104566819,1.101643052989748e-05,0.0005620644745256569,1.285243404673739e-06,0.015040493751334257,4.102368581039267e-06,0.0013006647356723024,1.8235246907938537e-06,,,0.6310068160847502,1.2886683994943038e-05,,,,,0.02436357232441418,3.59100275519384e-06,0.008844964280669524,2.074774663381243e-06,0.00042974595990436936,1.9393858427784e-06,,,,
LRa01_grain_41,0.008154496696627414,4.0292462238085395e-06,,,0.0015786655874814723,1.366080446937046e-06,,,,,0.3530202549306702,1.186533603790741e-05,,,,,0.0046078048513217415,2.0015709837563893e-06,,,0.6111972180085651,1.2829462062060158e-05,0.0010686274304241774,1.767050370570648e-06,,,0.01878993132172934,3.868919566719613e-06,0.0006929482868746259,1.1476984253999318e-06,0.0008900528863059366,1.0625439711997672e-06,,,,
LRa01_grain_42,0.0020651739598093444,4.1724820901418606e-06,,,,,,,,,0.3955440290554517,1.3002262669719556e-05,0.0005562589670889889,1.4340783491798127e-06,,,,,,,0.59620828279684,1.3232791970041664e-05,,,,,0.0030968788025697194,2.029396577505274e-06,0.0025293764182401776,1.1724113300095249e-06,,,,,,
LRa01_grain_43,0.008577501838406682,4.374968918926843e-06,,,0.0005677095008231232,1.48108208314065e-06,,,,,0.3892532398840536,1.3619626299900398e-05,0.0018347294332629776,1.5298364954750456e-06,,,0.001129008336324149,2.1658236511649296e-06,,,0.5752340092664042,1.4731148120367134e-05,,,,,0.01798880525687673,4.2578723620556e-06,0.004901158523005186,2.472460520308977e-06,0.0005138379608432027,1.1721088604547888e-06,,,,
LRa01_grain_44,0.0006994379075158726,2.1359232055525225e-06,,,,,,,,,0.40372567613504257,1.2115852679052196e-05,0.0003200364187977027,1.4471245927280358e-06,,,,,,,0.5932371284653698,1.2217181345046762e-05,,,,,0.002017721073274017,2.0915715214938087e-06,,,,,,,,
LRa01_grain_45,0.0009237275535624378,4.194299512413546e-06,,,,,,,,,0.4049386498170752,1.3398035038548973e-05,,,,,,,,,0.5920285752667215,1.3572646377707399e-05,,,,,0.0010023191599203873,2.0392092990754565e-06,,,0.0011067282027203828,1.1017611658911854e-06,,,,
LRa01_grain_46,0.004580318353392723,4.146939073406163e-06,,,,,0.0030473159986489713,1.6196587003679533e-06,,,0.38301663480129633,1.2751532047707856e-05,,,,,,,,,0.6019514070975647,1.3065947613576023e-05,,,,,0.0005491545872434914,2.048485317364e-06,0.006125476220295487,2.3526693673530297e-06,0.0007296929415583515,2.2154112999180224e-06,,,,
LRa01_grain_47,0.010269223535664377,3.6263336458178377e-06,,,0.0005503489180454662,1.2573279243365093e-06,,,,,0.3254057302033667,1.1145579552740953e-05,0.00034895152718404296,1.2843641743905197e-06,,,0.0007977058585089667,1.8326551659195184e-06,,,0.6418530599493133,1.214373700639661e-05,,,,,0.016107614109567646,3.484832370626838e-06,0.004184529148215774,2.114363480238826e-06,0.0004828367501336969,1.9884658882330154e-06,,,,
LRa01_grain_48,0.0011025136736088322,4.056717156016454e-06,,,,,,,,,0.37195273119664457,1.200278796049148e-05,,,,,,,,,0.6193763053174838,1.232612859215578e-05,,,0.001019683349312079,1.7116444951681104e-06,0.006023778036985032,3.802372776300803e-06,,,0.0005249884259657131,1.0748448606626686e-06,,,,
LRa01_grain_49,0.0022005151975137915,4.026451498754329e-06,,,,,,,,,0.3537331124149804,1.2692893881464367e-05,,,0.010303379561004033,4.421028635709881e-06,0.0018465339019424103,2.0072756199013485e-06,,,0.6046530656695008,1.3976651296841387e-05,,,,,0.0006374839702796363,1.956803283583464e-06,0.026098106015729865,2.3310086026981435e-06,0.000527803269049058,2.1389714291173905e-06,,,,
LRa01_grain_50,,,,,,,,,,,0.13381543493622092,8.338616583895202e-06,,,,,0.009950009897709772,2.5494772850675276e-06,,,0.665148749603153,1.750396836870595e-05,,,,,0.0005524646363129454,1.7256765749755621e-06,0.1905333409266034,1.0627924388223515e-05,,,,,,
LRa01_grain_51,0.0016007201805337543,4.2798115225393145e-06,,,0.00038593158578283197,1.3945214559953327e-06,0.0002604948078173104,1.592749538043572e-06,,,0.38864728401501003,1.3003566298066614e-05,,,,,,,,,0.5982943099226528,1.3423580519226357e-05,,,,,0.005051038489720699,2.004391789116349e-06,0.005152664355932805,2.2782300481801806e-06,0.0006075566425497834,2.2083676286575608e-06,,,,
LRa01_grain_52,0.009263409690044307,4.261377633796904e-06,,,0.0006310105022216811,1.4550693046192172e-06,,,,,0.3768005260869981,1.2667700104180191e-05,0.0008092683137437954,1.4554112829953295e-06,,,,,,,0.5906549303900975,1.3715232819265335e-05,,,,,0.019244128639857482,4.152062085077381e-06,0.0018513272992956335,1.1786022750363467e-06,0.0007453990777415645,1.1287025417345198e-06,,,,
LRa01_grain_53,,,,,,,,,,,0.4047456617548949,1.2020566625114074e-05,,,,,,,,,0.593584471271608,1.2167058131244136e-05,,,,,0.0016698669734972371,2.005419388650793e-06,,,,,,,,
LRa01_grain_54,0.012805668490751631,3.3014871073017597e-06,,,0.0004969232333970836,1.1281476161744013e-06,,,,,0.29421025723235883,9.659734559362179e-06,0.00324234141253522,1.1808356512905073e-06,,,0.0008154311477752817,1.6110821586139428e-06,,,0.6616244920404636,1.0945406983703016e-05,,,,,0.021951277057908322,3.2156536533439944e-06,0.0044624217301707444,1.911355600476777e-06,0.0003911876546392544,1.7854723767685618e-06,,,,
LRa01_grain_55,0.006648770335214853,4.152118381763897e-06,,,0.0006841919189640458,1.3974559479312131e-06,,,,,0.3729630779729621,1.2328379171309172e-05,,,,,0.0009427486261044134,2.029647522429706e-06,,,0.6024401884846934,1.303912538333006e-05,,,,,0.011053763252355391,3.889464969541252e-06,0.004133146413902126,2.2898840133762108e-06,0.001134112995803691,2.1419113963986455e-06,,,,
LRa01_grain_56,0.006255847377028433,4.179063067080448e-06,,,0.0013790040690452685,1.3834943597619571e-06,0.000517339497907716,1.6031157427029828e-06,,,0.3475064004610929,1.1878694271926704e-05,0.000627952720975178,1.4500951702421059e-06,,,0.0021235820649892355,2.03098615390919e-06,,,0.6115957506583328,1.312472036066136e-05,,,,,0.014744298103331872,3.996708690166532e-06,0.015249825047296646,2.342915228863183e-06,,,,,,
LRa01_grain_57,0.006148869915275708,3.945721972903369e-06,,,0.0003617267871809983,1.3253761331975702e-06,,,,,0.30967254751360673,1.2095344995252827e-05,,,0.010768425208215346,4.31903692220191e-06,0.004393372708474093,1.9402671434066184e-06,,,0.6125651289249987,1.4377560804249604e-05,,,,,0.0024853773959528968,1.9071196712244845e-06,0.050921995923114104,3.556708366784514e-06,0.0026825556231813708,2.146546662668393e-06,,,,
LRa01_grain_58,0.005579125483028933,4.102998555071541e-06,,,0.0004476498638275916,1.3837771486143088e-06,,,,,0.3621622016071879,1.2237893474467324e-05,0.00031004400802998996,1.4422822132801893e-06,,,0.0012595472385965988,2.0022573761477685e-06,,,0.608155696657568,1.3264362641628061e-05,,,,,0.01393800628348923,3.8624292979495726e-06,0.007739641032355628,2.293004765969982e-06,0.0004080878259162378,2.1452327963052073e-06,,,,
LRa01_grain_59,0.0030649877162934585,4.136877238196686e-06,,,0.0006849067683843376,1.4032317270131302e-06,,,,,0.3851611821839989,1.2598042910529187e-05,,,,,0.0010586227041216895,2.076799603788356e-06,,,0.600604503857998,1.3168717326546363e-05,,,,,0.006327442720507127,4.014358742100568e-06,0.002556197940140698,2.316564364987245e-06,0.0005421561085557207,1.1174983306445681e-06,,,,
LRa01_grain_60,,,,,,,,,,,0.3961863663956556,1.2691083132474275e-05,,,,,,,,,0.6006942774530207,1.2798812858997736e-05,,,,,0.0027351329442841456,2.0315960544524457e-06,0.0003842232070394904,1.1539048262432575e-06,,,,,,
LRa01_grain_61,0.00849669455230651,4.13177572524537e-06,,,0.0004522733567733389,1.3824090522689725e-06,,,,,0.3586250669187395,1.2018633271274806e-05,0.0003864633272924321,1.4180262037353378e-06,,,0.0012061857351789464,2.0222302494144793e-06,,,0.6103828666092065,1.3247071057543352e-05,,,,,0.01481113577480294,3.850959632111547e-06,0.0052238736091595635,2.3597836615056903e-06,0.0004154401165402255,1.0792200650139456e-06,,,,
LRa01_grain_62,0.0009065131140717586,4.173385811808686e-06,,,,,,,,,0.3909392417801048,1.3045598499373741e-05,,,,,,,,,0.6013801946062932,1.3410121618963905e-05,,,,,0.006454284876275992,3.939031675772378e-06,0.00031976562325429454,1.1927107045233979e-06,,,,,,
LRa01_grain_63,,,,,,,,,,,0.39431516567350944,1.306046287009376e-05,,,,,,,,,0.596125239922607,1.3366918801736166e-05,,,,,,,0.00955959440388359,2.3680200954063537e-06,,,,,,
LRa01_grain_64,0.005552250333892246,4.066934016629606e-06,,,0.0012230652339044433,1.3857820563657197e-06,,,,,0.36424372105499453,1.2245389254556446e-05,,,,,0.004567146714571429,2.0253756656609972e-06,,,0.6039433258306719,1.3277627180214635e-05,,,,,0.014273075387087743,3.912014054926486e-06,0.005242183638487108,2.345133014307439e-06,0.000955231806390571,2.2328880967470334e-06,,,,
LRa01_grain_65,0.0029283551075509713,4.145108798900838e-06,,,0.0008367129286774862,1.3652880991690898e-06,,,,,0.37949129339352733,1.2701002039722667e-05,,,,,0.002270422787555843,2.0600105450935334e-06,,,0.6036015832025611,1.3341812090165195e-05,,,,,0.006829968964563556,3.967030797932658e-06,0.0036243242443838343,2.4124323057041852e-06,0.0004173393711799385,1.0811147957958322e-06,,,,
LRa01_grain_66,0.005486254439421639,4.5493727508219375e-06,,,0.001261109139307776,1.527505908096065e-06,,,,,0.40234643824899874,1.445460951133887e-05,0.0004287053564711781,1.5827007270971423e-06,,,0.0011634362740997478,2.194516546506451e-06,,,0.5707858358363983,1.579164758060252e-05,0.0005421213974949599,1.9960574749497674e-06,,,0.009951197802082843,4.332489698243363e-06,0.0073105707824604755,2.5736192581762248e-06,0.0007243307232643908,2.4152303881690524e-06,,,,
LRa01_grain_67,0.01069848136077725,4.330022297184633e-06,,,0.0006470491015572134,1.4854496430246709e-06,,,,,0.378088268944807,1.3326074744157516e-05,0.0004138301953820164,1.5282230306813882e-06,,,0.0011797808139948386,2.1551381979566707e-06,,,0.5829425017152512,1.4540726590551626e-05,,,,,0.017311587770776227,4.141805659719337e-06,0.008396565091968669,2.4594885709498773e-06,0.00032193500548562446,2.312721649493704e-06,,,,
LRa01_grain_68,0.0005704014197434388,2.0656736888365706e-06,,,,,,,,,0.3934476649474767,1.2840208861591758e-05,,,,,,,,,0.601756367803733,1.296890329434934e-05,,,,,0.003516149739206154,1.9831351876800556e-06,0.0007094160898408711,1.1777834807468156e-06,,,,,,
LRa01_grain_69,0.0022987253250453333,3.608737337730345e-06,,,,,,,,,0.33797690643508116,1.1278183428504425e-05,,,,,,,,,0.646723996181172,1.2131799638316208e-05,,,,,0.0030763645177954643,3.461796618723112e-06,0.009653527207017043,2.0768918413296664e-06,0.0002704803338889764,1.9118306787996526e-06,,,,
LRa01_grain_70,0.00045923804469986105,2.069238004636962e-06,,,0.00022951629243791953,1.3848760748778788e-06,,,,,0.39265433103619657,1.130472058704158e-05,,,,,,,,,0.6007385290439695,1.1452624482078023e-05,,,,,0.005918385582696208,2.0009716842388935e-06,,,,,,,,
LRa01_grain_71,0.00977435790522738,4.085124140332808e-06,,,0.0004488847324056335,1.328440920988338e-06,,,,,0.35605171889793824,1.1807735248574186e-05,0.0005344841260064111,1.3752083242816972e-06,,,0.0009263144582595541,1.9807663587020733e-06,,,0.6137063225287012,1.2795663195786625e-05,,,,,0.015157785553859042,3.900269246795715e-06,0.0027537780050985194,2.2817974418405153e-06,0.0006463537925040308,1.0749884903276718e-06,,,,
LRa01_grain_72,0.00644326840574035,4.441380454505655e-06,,,0.0004888192391883266,1.4988144169744715e-06,,,,,0.39769449930364087,1.4224042925322691e-05,0.0009250132561380061,1.5787819665636177e-06,,,0.0010166711804002377,2.2258492495771955e-06,,,0.5742357280685746,1.5175431686048327e-05,,,,,0.01262028917886845,4.231865788955375e-06,0.005415178097320156,2.4834999013878343e-06,0.0011605332701289301,2.384855612518451e-06,,,,
LRa01_grain_73,0.0057498153399340645,4.149071689683258e-06,,,0.0010841624845358156,1.414164134210648e-06,,,,,0.36971022048979707,1.246648104696739e-05,0.00039562719312423634,1.4736940888586018e-06,,,0.001414395627357233,2.0440373186463957e-06,,,0.606236793196267,1.3232600656480198e-05,,,,,0.0127240508570477,3.982482274938876e-06,0.002076087296254244,1.187479348847197e-06,0.0006088475156826239,1.1021758549829395e-06,,,,
LRa01_grain_74,0.00810697448157675,4.162915101652901e-06,,,0.0007689251487002062,1.4077242837814683e-06,,,,,0.3771148917329685,1.2564722723383061e-05,,,,,,,,,0.599358699882177,1.3254556769191334e-05,,,,,0.010961136539736387,4.004777357927664e-06,0.0020569317366594055,1.1606910114793851e-06,0.0016324404781815603,2.1831993923892273e-06,,,,
LRa01_grain_75,0.0029967616565915213,4.142985383924761e-06,,,,,0.00044201156433733323,1.596714990257e-06,,,0.39922656319531946,1.3414020354822263e-05,,,,,,,,,0.5949045853085151,1.3741628480480705e-05,,,,,0.0013247486632209462,1.9824260468165102e-06,0.0011053296120156358,2.3903778827329144e-06,,,,,,
LRa01_grain_76,0.0004547151963209891,2.0999489830380745e-06,,,,,,,,,0.4014438809007606,1.2235017065333678e-05,,,,,,,,,0.5967865831377203,1.2376694316176488e-05,,,,,0.0013148207651980561,2.0056950302419745e-06,,,,,,,,
LRa01_grain_77,0.00802386490010701,4.045554130921694e-06,,,0.0004579009253840309,1.4371895639445753e-06,0.0006029012180223861,1.5662970249787067e-06,,,0.381049083746159,1.2234993936142453e-05,,,,,0.002443181434907598,1.9924489967588577e-06,,,0.5989500427151161,1.2923821420422136e-05,,,,,0.004445667158866879,1.977599637725894e-06,0.00330991127018176,2.3280971082908947e-06,0.0007174466312552653,1.088821143894841e-06,,,,
LRa01_grain_78,0.002629537267837264,4.179976663366761e-06,,,0.0007702776110851299,1.407388451861616e-06,0.0003465076461187473,1.6012542979054508e-06,,,0.3870485598225252,1.2486224622548403e-05,,,,,,,,,0.6018595030244636,1.316724091697744e-05,,,,,0.007345614627970147,3.971416188047389e-06,,,,,,,,
LRa01_grain_79,0.002918527438800917,3.92166613298113e-06,,,,,,,,,0.32240832248022366,1.2579309502366286e-05,,,,,0.0020699592249928123,1.9405098225231485e-06,,,0.6183374570559821,1.4243526303867167e-05,,,,,0.0027015228958882,1.8941533695098365e-06,0.048757985491052126,3.622068481017831e-06,0.0028062254130601758,2.0690140931255898e-06,,,,
LRa01_grain_80,0.02464832993481687,4.1817637752402456e-06,,,0.0009167334709628159,1.396439876059229e-06,,,,,0.3044236517886021,1.0901360518142477e-05,0.001959698266331608,1.4250307692747769e-06,0.019924437836259776,4.6759432894764656e-06,0.0014511447090703763,2.0760798305213333e-06,,,0.5964254584627849,1.3346540649367129e-05,,,,,0.04375076827728197,3.998751480435477e-06,0.006081146888483621,2.339912439239944e-06,0.0004186303654059414,2.198204907475002e-06,,,,
LRa01_grain_81,0.004269022006385816,4.1729795249038176e-06,,,0.0011364410261439325,1.41030859405763e-06,,,,,0.3680547223106378,1.2288785884999086e-05,,,,,0.0014395886669615573,2.0200042801642164e-06,,,0.6052345987198862,1.3330003295540914e-05,,,,,0.015330837443580173,3.866848281012127e-06,0.004059318717050364,2.2723742567430896e-06,0.0004754711093543772,1.078729073912673e-06,,,,
LRa01_grain_82,0.017413580752284677,4.259387568513053e-06,,,0.00047091170324989166,1.4245174960766849e-06,,,,,0.3397586941264038,1.221232382458352e-05,,,0.015069346304959798,4.740471584483541e-06,0.0010824472420196505,2.0563147249511762e-06,,,0.5939186004801197,1.4137011971926912e-05,,,,,0.02754339017263403,4.064552022971048e-06,0.004252836140126519,2.393200884543015e-06,0.0004901930782019316,1.0728138489045255e-06,,,,
LRa01_grain_83,0.008415345759857766,4.0091993518138805e-06,,,0.0013233795129256863,1.3378784066385177e-06,,,,,0.3126636208493011,1.0786683566317812e-05,0.00030154720280464037,1.3769332660146385e-06,,,0.0020380964983224277,1.9737406375958027e-06,,,0.6457827729375907,1.2126973038163232e-05,,,,,0.026560428524909467,3.722162629196998e-06,0.002279774135137774,1.1111302132413998e-06,0.0006350345791504708,1.064877522052019e-06,,,,
LRa01_grain_84,0.0031660064494560404,4.220594862441473e-06,,,,,,,,,0.38876273589565397,1.297591147031068e-05,0.0005461714757848713,1.4430286654712185e-06,,,,,,,0.5998323591048557,1.3143746131103882e-05,,,,,0.0071818618368902215,3.862118609165471e-06,0.0005108652373591263,1.1533413442208084e-06,,,,,,
LRa01_grain_85,0.002224080569592906,4.263654338837953e-06,,,0.0003145528961506946,1.4224289198186812e-06,0.00026607668058717735,1.61079976269077e-06,,,0.4011076827945099,1.349988173472074e-05,,,,,,,,,0.5922836210359057,1.3682058070301543e-05,,,,,0.0012359256621752499,2.0233121532426158e-06,0.0005910790704645738,1.2062879039554418e-06,0.001976981290613651,2.217315596442129e-06,,,,
LRa01_grain_86,0.004588882491691297,4.2124577268589635e-06,,,0.000461636307969082,1.4206677851822473e-06,,,,,0.386076260985154,1.2447769532448327e-05,0.00039532965555361094,1.4508131502077958e-06,,,,,,,0.5969766015999503,1.3111559960652227e-05,,,,,0.009258902239409355,4.045641961397375e-06,0.0009058624105407776,1.1782837642657447e-06,0.0013365243097315659,2.238672322153309e-06,,,,
LRa01_grain_87,0.00839170388278426,4.608887834199187e-06,,,0.0008436488114958735,1.516105840743917e-06,,,,,0.3870138032846621,1.4266339510944618e-05,0.0019027219566059002,1.6162927131116174e-06,,,0.001353982049745225,2.258038839989141e-06,,,0.5724497523298102,1.5618944065764926e-05,,,,,0.017695575221345315,4.356655126671477e-06,0.008824610310271075,2.5708191052843335e-06,0.0015242021532800316,2.4008390518371792e-06,,,,
